Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSGALG00010007606	-	1	-	10	13876	0.000000	0.000000	0.000000
ENSGALG00010007611	-	1	+	13537	17106	0.000000	0.000000	0.000000
ENSGALG00010007612	-	1	-	16762	19598	0.000000	0.000000	0.000000
ENSGALG00010007825	U2	1	-	87932	88122	0.149505	0.031143	0.067958
ENSGALG00010007820	U2	1	-	92770	92960	0.149505	0.031143	0.067958
ENSGALG00010007613	-	1	-	50911	55356	22.421690	8.867177	19.349150
ENSGALG00010007615	-	1	+	51038	52955	2.084620	0.434245	0.947570
ENSGALG00010005414	-	1	-	56535	61129	4.733884	0.986110	2.151800
ENSGALG00010005419	-	1	-	67865	69817	1.276031	0.265809	0.580024
ENSGALG00010007874	-	1	-	70300	79479	0.269348	0.490464	1.070247
ENSGALG00010005420	DHRS4	1	+	79726	86101	28.060507	5.845254	12.754983
ENSGALG00010007405	-	1	-	446199	451266	0.000000	0.000000	0.000000
ENSGALG00010007408	HCLS1	1	+	495465	507494	10.804780	2.488033	5.429160
ENSGALG00010007895	-	1	+	460818	493919	13.944922	2.904852	6.338704
ENSGALG00010007616	-	1	-	514291	516013	3.645051	0.759297	1.656868
ENSGALG00010007418	-	1	-	518639	524104	9.775082	2.036237	4.443291
ENSGALG00010007419	RABL2A	1	+	524168	528088	6.226415	1.297018	2.830235
ENSGALG00010007422	ACR	1	-	529038	531495	0.000000	0.000000	0.000000
ENSGALG00010007425	-	1	-	532310	537908	24.706865	5.146661	11.230577
ENSGALG00010007427	-	1	-	539693	541500	0.000000	0.000000	0.000000
ENSGALG00010007617	-	1	-	542460	550463	0.000000	0.000000	0.000000
ENSGALG00010007618	-	1	+	542866	550108	0.000000	0.000000	0.000000
ENSGALG00010007824	U2	1	-	97620	97810	0.149505	0.031143	0.067958
ENSGALG00010007823	U2	1	-	102476	102666	0.149505	0.031143	0.067958
ENSGALG00010007822	U2	1	-	107338	107528	0.149505	0.031143	0.067958
ENSGALG00010007813	U2	1	-	112199	112389	0.149505	0.031143	0.067958
ENSGALG00010007827	U2	1	-	117042	117232	0.149505	0.031143	0.067958
ENSGALG00010007814	U2	1	-	121885	122075	0.149505	0.031143	0.067958
ENSGALG00010007816	U2	1	-	126722	126912	0.149505	0.031143	0.067958
ENSGALG00010007123	-	1	-	130434	335145	20.955791	4.365279	9.525515
ENSGALG00010007126	-	1	-	137726	140009	0.670749	0.139723	0.304891
ENSGALG00010007137	-	1	+	142613	146749	12.653193	2.635773	5.751545
ENSGALG00010007160	-	1	-	163071	167700	29.139984	8.906128	19.434143
ENSGALG00010007182	-	1	+	218643	251034	17.657383	3.678191	8.026214
ENSGALG00010007165	-	1	+	219451	220975	8.974438	1.869456	4.079356
ENSGALG00010007320	-	1	+	248230	292245	42.319202	12.704258	27.722078
ENSGALG00010007230	-	1	+	283928	323551	0.354799	0.257091	0.561001
ENSGALG00010007339	-	1	+	295945	438633	5.798129	4.457549	9.726857
ENSGALG00010007115	-	1	-	302853	433386	1.273789	10.360549	22.607847
ENSGALG00010007387	-	1	-	325396	427848	0.172513	0.051781	0.112991
ENSGALG00010007398	-	1	-	347657	364453	0.452983	0.094360	0.205905
ENSGALG00010007400	-	1	+	364863	372064	0.000000	0.000000	0.000000
ENSGALG00010007287	-	1	-	389282	409349	3.823516	1.030732	2.249170
ENSGALG00010007369	-	1	-	429352	445284	8.738982	1.887697	4.119161
ENSGALG00010007620	-	1	-	556359	558414	0.356234	0.074207	0.161927
ENSGALG00010007756	-	1	+	557235	571867	0.307622	0.384483	0.838984
ENSGALG00010007842	gga-mir-12207	1	+	558308	558368	0.004921	0.001025	0.002237
ENSGALG00010007457	-	1	+	572048	841165	13.541726	3.762504	8.210196
ENSGALG00010007589	-	1	+	685314	687814	0.000000	0.000000	0.000000
ENSGALG00010007591	-	1	+	709288	710561	0.000000	0.000000	0.000000
ENSGALG00010007839	gga-mir-6708	1	+	709518	709627	0.000000	0.000000	0.000000
ENSGALG00010007831	gga-mir-1604	1	+	734201	734297	0.000000	0.000000	0.000000
ENSGALG00010007621	-	1	-	842095	846151	8.504385	1.771539	3.865692
ENSGALG00010006574	CPA1	1	+	1503030	1507277	0.000000	0.000000	0.000000
ENSGALG00010006581	CEP41	1	-	1507199	1516893	3.450528	0.730709	1.594486
ENSGALG00010006548	TMEM209	1	-	1471509	1483335	13.599686	3.324537	7.254502
ENSGALG00010006603	MEST	1	+	1517049	1522232	1.782669	0.511945	1.117120
ENSGALG00010006616	COPG2	1	-	1520366	1541146	30.152691	8.136475	17.754679
ENSGALG00010007604	-	1	-	1746263	1746919	2.189498	0.456092	0.995243
ENSGALG00010007636	-	1	+	1760470	1762722	0.000000	0.000000	0.000000
ENSGALG00010006948	-	1	-	1765363	1860279	0.041606	0.009149	0.019964
ENSGALG00010007833	gga-mir-205b	1	-	1811738	1811835	0.000000	0.000000	0.000000
ENSGALG00010006992	SLC35B4	1	+	1880144	1894788	17.247810	4.646665	10.139529
ENSGALG00010007002	EXOC4	1	-	1959626	2369574	34.125576	7.108663	15.511878
ENSGALG00010007003	-	1	+	2020997	2022146	0.000000	0.000000	0.000000
ENSGALG00010007004	-	1	+	2169709	2178494	0.135961	0.084592	0.184589
ENSGALG00010007006	-	1	-	2170664	2171443	0.000000	0.000000	0.000000
ENSGALG00010007025	-	1	-	2175806	2176239	0.000000	0.000000	0.000000
ENSGALG00010007005	-	1	+	2183111	2184959	0.000000	0.000000	0.000000
ENSGALG00010007892	-	1	+	2186837	2191077	0.000000	0.000000	0.000000
ENSGALG00010007014	-	1	+	2195603	2433928	0.000000	0.000000	0.000000
ENSGALG00010007036	-	1	-	2196397	2197176	0.000000	0.000000	0.000000
ENSGALG00010007078	-	1	-	2209498	2210277	0.000000	0.000000	0.000000
ENSGALG00010007844	gga-mir-6659	1	-	2247775	2247884	0.000000	0.000000	0.000000
ENSGALG00010006625	-	1	+	1553290	1554517	4.627083	0.963863	2.103254
ENSGALG00010007632	-	1	+	1555556	1557316	6.298276	1.311987	2.862899
ENSGALG00010006633	FBXO18	1	-	1557860	1582406	10.504580	2.240017	4.887962
ENSGALG00010006670	ANKRD16	1	+	1582631	1597555	7.039088	1.870209	4.081000
ENSGALG00010007891	GDI1	1	+	1600071	1614883	281.878540	58.717819	128.128693
ENSGALG00010006760	TASOR2	1	-	1602495	1648631	7.811504	3.126158	6.821617
ENSGALG00010007634	-	1	+	1651491	1654378	0.000000	0.000000	0.000000
ENSGALG00010006838	ASB13	1	+	1654424	1666165	9.646657	3.504306	7.646778
ENSGALG00010006845	CALML3	1	-	1670884	1673613	0.000000	0.000000	0.000000
ENSGALG00010006853	NET1	1	-	1675660	1727713	73.058105	20.727190	45.228992
ENSGALG00010006901	TUBAL3	1	+	1727414	1743448	7.756791	4.034193	8.803049
ENSGALG00010006267	-	1	-	974689	976229	0.000000	0.000000	0.000000
ENSGALG00010006271	-	1	+	975636	990270	0.000000	0.000000	0.000000
ENSGALG00010006288	ARF5	1	-	994952	1005857	4.071619	1.469124	3.205789
ENSGALG00010006300	GCC1	1	+	1006145	1011082	16.999184	3.543977	7.733345
ENSGALG00010006327	DENND6B	1	-	1012031	1031248	18.726755	5.568465	12.150999
ENSGALG00010007622	-	1	-	1031349	1032595	2.224889	0.463464	1.011330
ENSGALG00010006347	PPP6R2	1	+	1038409	1106230	90.974266	25.104584	54.780941
ENSGALG00010007836	gga-mir-1651	1	+	1082968	1083051	0.000000	0.000000	0.000000
ENSGALG00010007627	-	1	+	1109037	1111632	1.467755	0.305746	0.667172
ENSGALG00010007625	-	1	-	1109037	1112839	6.929466	1.443470	3.149809
