Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSGALG00010007764	-	1	-	925866	930811	0.000000	0.000000	0.000000
ENSGALG00010007760	-	1	+	925866	931087	0.000000	0.000000	0.000000
ENSGALG00010007616	-	1	-	514291	516013	4.222696	0.835664	1.978130
ENSGALG00010007418	-	1	-	518639	524104	17.678652	3.498575	8.281600
ENSGALG00010007419	RABL2A	1	+	524168	528088	12.638627	2.506906	5.934184
ENSGALG00010007422	ACR	1	-	529038	531495	0.537409	0.106352	0.251750
ENSGALG00010007425	-	1	-	532310	537908	29.429148	5.823979	13.786142
ENSGALG00010007427	-	1	-	539693	541500	0.000000	0.000000	0.000000
ENSGALG00010007617	-	1	-	542460	550463	0.000000	0.000000	0.000000
ENSGALG00010007618	-	1	+	542866	550108	0.000000	0.000000	0.000000
ENSGALG00010007620	-	1	-	556359	558414	0.000000	0.000000	0.000000
ENSGALG00010007756	-	1	+	557235	571867	0.272871	0.310737	0.735555
ENSGALG00010007842	gga-mir-12207	1	+	558308	558368	0.025082	0.004964	0.011750
ENSGALG00010007457	-	1	+	572048	841165	14.691319	3.885626	9.197801
ENSGALG00010007589	-	1	+	685314	687814	0.000000	0.000000	0.000000
ENSGALG00010007591	-	1	+	709288	710561	0.000000	0.000000	0.000000
ENSGALG00010007839	gga-mir-6708	1	+	709518	709627	0.000000	0.000000	0.000000
ENSGALG00010007831	gga-mir-1604	1	+	734201	734297	0.000000	0.000000	0.000000
ENSGALG00010007621	-	1	-	842095	846151	10.195226	2.017618	4.775974
ENSGALG00010005486	IRF5	1	+	1207489	1217633	3.900221	0.923903	2.187004
ENSGALG00010007606	-	1	-	10	13876	0.000000	0.000000	0.000000
ENSGALG00010007611	-	1	+	13537	17106	0.041116	0.008137	0.019261
ENSGALG00010007612	-	1	-	16762	19598	0.000000	0.000000	0.000000
ENSGALG00010007613	-	1	-	50911	55356	55.410961	23.187763	54.888561
ENSGALG00010007615	-	1	+	51038	52955	0.405570	0.080262	0.189990
ENSGALG00010005414	-	1	-	56535	61129	6.414308	1.269381	3.004795
ENSGALG00010005419	-	1	-	67865	69817	3.427309	0.678259	1.605530
ENSGALG00010007874	-	1	-	70300	79479	0.441872	0.556156	1.316495
ENSGALG00010005420	DHRS4	1	+	79726	86101	72.173164	14.282948	33.809662
ENSGALG00010007825	U2	1	-	87932	88122	0.413940	0.081918	0.193911
ENSGALG00010007820	U2	1	-	92770	92960	0.301075	0.059582	0.141039
ENSGALG00010007824	U2	1	-	97620	97810	0.120446	0.023836	0.056423
ENSGALG00010007823	U2	1	-	102476	102666	0.120447	0.023836	0.056424
ENSGALG00010007822	U2	1	-	107338	107528	0.180657	0.035752	0.084629
ENSGALG00010007813	U2	1	-	112199	112389	0.541914	0.107244	0.253861
ENSGALG00010007827	U2	1	-	117042	117232	0.301078	0.059583	0.141041
ENSGALG00010007814	U2	1	-	121885	122075	0.240866	0.047667	0.112834
ENSGALG00010007816	U2	1	-	126722	126912	0.180661	0.035753	0.084631
ENSGALG00010007123	-	1	-	130434	335145	90.933975	17.995680	42.598202
ENSGALG00010007126	-	1	-	137726	140009	6.143400	1.215769	2.877888
ENSGALG00010007137	-	1	+	142613	146749	95.987564	18.995777	44.965565
ENSGALG00010007160	-	1	-	163071	167700	46.700172	13.655910	32.325382
ENSGALG00010007182	-	1	+	218643	251034	70.459358	13.943789	33.006828
ENSGALG00010007165	-	1	+	219451	220975	4.019534	0.795459	1.882959
ENSGALG00010007320	-	1	+	248230	292245	47.304230	14.430943	34.159988
ENSGALG00010007230	-	1	+	283928	323551	1.466570	1.001803	2.371403
ENSGALG00010007339	-	1	+	295945	438633	4.793197	3.776505	8.939496
ENSGALG00010007115	-	1	-	302853	433386	13.880431	112.533585	266.382172
ENSGALG00010007387	-	1	-	325396	427848	0.359811	0.088352	0.209141
ENSGALG00010007398	-	1	-	347657	364453	1.361808	0.269500	0.637942
ENSGALG00010007400	-	1	+	364863	372064	0.584642	0.115700	0.273877
ENSGALG00010007287	-	1	-	389282	409349	236.786865	122.012589	288.820282
ENSGALG00010007369	-	1	-	429352	445284	44.292992	9.031387	21.378511
ENSGALG00010007405	-	1	-	446199	451266	1.418867	0.280791	0.664671
ENSGALG00010007895	-	1	+	460818	493919	18.806631	3.721801	8.810004
ENSGALG00010007408	HCLS1	1	+	495465	507494	1.849449	0.382247	0.904830
ENSGALG00010005492	TNPO3	1	-	1217871	1235442	130.760040	28.357195	67.125298
ENSGALG00010005496	-	1	+	1217956	1218986	0.040123	0.007940	0.018796
ENSGALG00010006267	-	1	-	974689	976229	0.000000	0.000000	0.000000
ENSGALG00010006271	-	1	+	975636	990270	0.000000	0.000000	0.000000
ENSGALG00010006288	ARF5	1	-	994952	1005857	3.053714	1.018053	2.409868
ENSGALG00010006300	GCC1	1	+	1006145	1011082	19.466230	3.855484	9.126451
ENSGALG00010006327	DENND6B	1	-	1012031	1031248	53.602703	15.124462	35.801640
ENSGALG00010007622	-	1	-	1031349	1032595	3.499556	0.692556	1.639374
ENSGALG00010006347	PPP6R2	1	+	1038409	1106230	133.651505	34.958218	82.750816
ENSGALG00010007836	gga-mir-1651	1	+	1082968	1083051	0.000000	0.000000	0.000000
ENSGALG00010007627	-	1	+	1109037	1111632	1.813697	0.358928	0.849630
ENSGALG00010007625	-	1	-	1109037	1112839	15.023337	2.973093	7.037712
ENSGALG00010007628	-	1	-	1114697	1118581	1.888583	0.373747	0.884710
ENSGALG00010007630	-	1	+	1115318	1118412	0.712517	0.141006	0.333780
ENSGALG00010006372	SBF1	1	-	1119149	1184682	111.975296	24.405939	57.772148
ENSGALG00010006410	ADM2	1	+	1180836	1183491	0.000000	0.000000	0.000000
ENSGALG00010007888	MIOX	1	+	1183559	1192714	0.488010	0.135888	0.321666
ENSGALG00010006421	LMF2	1	-	1188298	1195071	117.003586	23.514641	55.662323
ENSGALG00010006457	NCAPH2	1	+	1194787	1204682	4.514438	1.057460	2.503150
ENSGALG00010006463	SCO2	1	-	1198695	1205558	12.899365	2.552763	6.042733
ENSGALG00010006552	CPA2	1	+	1487539	1498010	0.000000	0.000000	0.000000
ENSGALG00010006563	-	1	+	1488938	1490204	0.000000	0.000000	0.000000
ENSGALG00010006566	CPA5	1	+	1497904	1502453	0.000000	0.000000	0.000000
ENSGALG00010005498	SMO	1	+	1241559	1250136	324.007324	64.120506	151.781876
ENSGALG00010005511	AHCYL2	1	+	1251070	1295883	12.033037	17.419315	41.233871
ENSGALG00010005524	STRIP2	1	+	1296520	1312008	221.046005	48.879894	115.705299
ENSGALG00010007597	SMKR1	1	+	1319747	1319947	2.437811	0.482439	1.141997
ENSGALG00010007631	-	1	-	1321714	1328961	3.053645	0.604311	1.430486
ENSGALG00010005546	NRF1	1	+	1330243	1378306	21.875557	10.122025	23.960196
ENSGALG00010007840	gga-mir-182	1	-	1380872	1380953	0.000000	0.000000	0.000000
ENSGALG00010007828	gga-mir-96	1	-	1381942	1382027	0.000000	0.000000	0.000000
ENSGALG00010007838	gga-mir-183	1	-	1382053	1382150	0.000000	0.000000	0.000000
ENSGALG00010006496	UBE2H	1	-	1391671	1435875	107.086746	39.851444	94.333740
ENSGALG00010006528	ZC3HC1	1	-	1436603	1446071	22.230534	5.750360	13.611876
ENSGALG00010006532	KLHDC10	1	+	1446328	1461719	38.202251	7.560162	17.895920
ENSGALG00010006536	-	1	-	1462130	1468425	0.000000	0.000000	0.000000
ENSGALG00010006548	TMEM209	1	-	1471509	1483335	16.222469	3.694310	8.744930
ENSGALG00010007636	-	1	+	1760470	1762722	0.163991	0.032454	0.076822
ENSGALG00010006948	-	1	-	1765363	1860279	0.000000	0.000000	0.000000
ENSGALG00010007833	gga-mir-205b	1	-	1811738	1811835	0.000000	0.000000	0.000000
ENSGALG00010007000	LRGUK	1	-	1901224	1950378	0.000000	0.000000	0.000000
