Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSGALG00010007606	-	1	-	10	13876	0.000000	0.000000	0.000000
ENSGALG00010007611	-	1	+	13537	17106	0.204140	0.041555	0.111426
ENSGALG00010007612	-	1	-	16762	19598	0.000000	0.000000	0.000000
ENSGALG00010007613	-	1	-	50911	55356	52.177223	20.766277	55.683022
ENSGALG00010007615	-	1	+	51038	52955	1.377799	0.280466	0.752046
ENSGALG00010007408	HCLS1	1	+	495465	507494	2.783201	0.621095	1.665414
ENSGALG00010007616	-	1	-	514291	516013	1.838737	0.374295	1.003640
ENSGALG00010007418	-	1	-	518639	524104	10.072416	2.050349	5.497839
ENSGALG00010007419	RABL2A	1	+	524168	528088	18.213837	3.707624	9.941681
ENSGALG00010007422	ACR	1	-	529038	531495	0.000000	0.000000	0.000000
ENSGALG00010007425	-	1	-	532310	537908	36.253670	7.379828	19.788385
ENSGALG00010005414	-	1	-	56535	61129	9.495283	1.932868	5.182822
ENSGALG00010005419	-	1	-	67865	69817	6.039293	1.229364	3.296435
ENSGALG00010007874	-	1	-	70300	79479	1.023375	1.558582	4.179206
ENSGALG00010005420	DHRS4	1	+	79726	86101	53.552734	10.901240	29.230757
ENSGALG00010007825	U2	1	-	87932	88122	0.209424	0.042631	0.114310
ENSGALG00010007820	U2	1	-	92770	92960	0.068062	0.013855	0.037150
ENSGALG00010007824	U2	1	-	97620	97810	0.068063	0.013855	0.037151
ENSGALG00010007823	U2	1	-	102476	102666	0.204188	0.041565	0.111452
ENSGALG00010007822	U2	1	-	107338	107528	0.277487	0.056485	0.151461
ENSGALG00010007813	U2	1	-	112199	112389	0.356021	0.072472	0.194327
ENSGALG00010007827	U2	1	-	117042	117232	0.523560	0.106576	0.285775
ENSGALG00010007814	U2	1	-	121885	122075	0.910993	0.185442	0.497248
ENSGALG00010007816	U2	1	-	126722	126912	0.952881	0.193969	0.520112
ENSGALG00010007123	-	1	-	130434	335145	27.244118	5.545835	14.870690
ENSGALG00010007126	-	1	-	137726	140009	1.769822	0.360266	0.966024
ENSGALG00010007137	-	1	+	142613	146749	85.748413	17.455021	46.804165
ENSGALG00010007160	-	1	-	163071	167700	32.671841	9.827659	26.352037
ENSGALG00010007182	-	1	+	218643	251034	26.867844	5.469241	14.665309
ENSGALG00010007165	-	1	+	219451	220975	6.886337	1.401789	3.758778
ENSGALG00010007320	-	1	+	248230	292245	27.715225	8.482733	22.745733
ENSGALG00010007230	-	1	+	283928	323551	2.274939	1.588419	4.259211
ENSGALG00010007339	-	1	+	295945	438633	3.211067	2.382858	6.389432
ENSGALG00010007115	-	1	-	302853	433386	1.352591	10.968143	29.410151
ENSGALG00010007387	-	1	-	325396	427848	0.205549	0.055933	0.149979
ENSGALG00010007398	-	1	-	347657	364453	1.779324	0.362201	0.971211
ENSGALG00010007400	-	1	+	364863	372064	0.034912	0.007107	0.019056
ENSGALG00010007287	-	1	-	389282	409349	7.227548	1.708922	4.582329
ENSGALG00010007369	-	1	-	429352	445284	21.959391	4.727026	12.675119
ENSGALG00010007405	-	1	-	446199	451266	0.841148	0.171225	0.459125
ENSGALG00010007895	-	1	+	460818	493919	31.662212	6.445187	17.282225
ENSGALG00010007628	-	1	-	1114697	1118581	0.137019	0.027892	0.074789
ENSGALG00010007630	-	1	+	1115318	1118412	1.826092	0.371721	0.996738
ENSGALG00010007620	-	1	-	556359	558414	0.557451	0.113475	0.304274
ENSGALG00010007756	-	1	+	557235	571867	0.332741	0.376016	1.008255
ENSGALG00010007842	gga-mir-12207	1	+	558308	558368	0.026521	0.005399	0.014476
ENSGALG00010007457	-	1	+	572048	841165	24.153173	6.583514	17.653139
ENSGALG00010007589	-	1	+	685314	687814	0.000000	0.000000	0.000000
ENSGALG00010007591	-	1	+	709288	710561	0.000000	0.000000	0.000000
ENSGALG00010007839	gga-mir-6708	1	+	709518	709627	0.000000	0.000000	0.000000
ENSGALG00010007831	gga-mir-1604	1	+	734201	734297	0.000000	0.000000	0.000000
ENSGALG00010007621	-	1	-	842095	846151	11.919859	2.426417	6.506231
ENSGALG00010007592	-	1	+	915875	917023	0.000000	0.000000	0.000000
ENSGALG00010007764	-	1	-	925866	930811	0.000000	0.000000	0.000000
ENSGALG00010007760	-	1	+	925866	931087	0.000000	0.000000	0.000000
ENSGALG00010006267	-	1	-	974689	976229	0.000000	0.000000	0.000000
ENSGALG00010006271	-	1	+	975636	990270	0.000000	0.000000	0.000000
ENSGALG00010006288	ARF5	1	-	994952	1005857	12.350133	4.279682	11.475605
ENSGALG00010006300	GCC1	1	+	1006145	1011082	21.864923	4.454481	11.944317
ENSGALG00010006327	DENND6B	1	-	1012031	1031248	54.492229	15.560587	41.724400
ENSGALG00010007622	-	1	-	1031349	1032595	0.456889	0.093005	0.249384
ENSGALG00010006347	PPP6R2	1	+	1038409	1106230	67.127716	17.889175	47.968311
ENSGALG00010007836	gga-mir-1651	1	+	1082968	1083051	0.000000	0.000000	0.000000
ENSGALG00010007627	-	1	+	1109037	1111632	0.588281	0.119751	0.321102
ENSGALG00010007625	-	1	-	1109037	1112839	3.334623	0.678799	1.820141
ENSGALG00010007000	LRGUK	1	-	1901224	1950378	0.660057	0.134362	0.360280
ENSGALG00010006992	SLC35B4	1	+	1880144	1894788	28.950621	7.627300	20.451963
ENSGALG00010007637	-	1	-	2827605	2829528	0.000000	0.000000	0.000000
ENSGALG00010007002	EXOC4	1	-	1959626	2369574	62.831120	12.789956	34.295189
ENSGALG00010007003	-	1	+	2020997	2022146	0.000000	0.000000	0.000000
ENSGALG00010007004	-	1	+	2169709	2178494	0.000000	0.000000	0.000000
ENSGALG00010007006	-	1	-	2170664	2171443	0.000000	0.000000	0.000000
ENSGALG00010007025	-	1	-	2175806	2176239	0.000000	0.000000	0.000000
ENSGALG00010007005	-	1	+	2183111	2184959	0.000000	0.000000	0.000000
ENSGALG00010007892	-	1	+	2186837	2191077	0.287285	0.058480	0.156809
ENSGALG00010007014	-	1	+	2195603	2433928	0.000000	0.000000	0.000000
ENSGALG00010007036	-	1	-	2196397	2197176	0.000000	0.000000	0.000000
ENSGALG00010007078	-	1	-	2209498	2210277	0.000000	0.000000	0.000000
ENSGALG00010007844	gga-mir-6659	1	-	2247775	2247884	0.000000	0.000000	0.000000
ENSGALG00010005317	CHCHD3	1	+	2511285	2721092	85.098419	61.053375	163.709473
ENSGALG00010005325	-	1	+	2548862	2549295	0.000000	0.000000	0.000000
ENSGALG00010005327	-	1	-	2563262	2565533	0.621976	0.126610	0.339494
ENSGALG00010005331	-	1	+	2565122	2565555	0.000000	0.000000	0.000000
ENSGALG00010007596	-	1	-	2779998	2786241	0.221240	0.045036	0.120760
ENSGALG00010005333	PLXNA4	1	+	2830528	3278055	17.522459	3.566886	9.564306
ENSGALG00010007638	-	1	+	3278843	3284954	21.581034	4.393054	11.779603
ENSGALG00010006076	PODXL	1	+	3637224	3677367	52.282383	24.719236	66.282547
ENSGALG00010006134	K123	1	+	4010284	4020407	0.000000	0.000000	0.000000
ENSGALG00010006175	IL2RA	1	-	4023671	4043101	0.582698	0.163756	0.439098
ENSGALG00010006108	MKLN1	1	-	3685585	3784877	58.880497	12.742061	34.166759
ENSGALG00010007768	-	1	+	3785068	3815897	1.430396	0.693736	1.860193
ENSGALG00010007653	-	1	-	3786495	3924972	3.962597	0.806630	2.162909
ENSGALG00010007647	-	1	-	3808459	3812034	0.000000	0.000000	0.000000
ENSGALG00010007648	-	1	+	3834476	3836494	0.000000	0.000000	0.000000
ENSGALG00010007769	-	1	+	3856598	3968684	0.003468	0.002730	0.007321
ENSGALG00010007649	-	1	+	3859701	3861189	0.000000	0.000000	0.000000
ENSGALG00010007656	-	1	-	3934742	3944075	0.000000	0.000000	0.000000
ENSGALG00010007659	-	1	-	3946584	3948670	3.697023	0.752569	2.017951
ENSGALG00010007664	-	1	+	3950601	3953563	0.000000	0.000000	0.000000
ENSGALG00010007775	-	1	+	4076971	4086402	0.203717	0.118283	0.317166
ENSGALG00010007773	-	1	-	4043328	4060824	0.000000	0.000000	0.000000
ENSGALG00010006193	RBM17	1	+	4060982	4074836	60.818066	13.972189	37.465248
ENSGALG00010006245	PFKFB3	1	+	4087559	4127133	2.798311	1.234088	3.309103
ENSGALG00010007778	-	1	-	4264930	4301731	0.000000	0.000000	0.000000
ENSGALG00010007672	-	1	-	4467495	4471960	2.708912	0.551428	1.478609
ENSGALG00010005239	-	1	-	4474992	4533237	2.930743	1.196747	3.208977
ENSGALG00010007850	-	1	-	4532990	4570880	1.204885	0.315372	0.845642
ENSGALG00010005409	PRKCQ	1	-	4208592	4263414	55.080742	11.425739	30.637156
ENSGALG00010007779	-	1	-	4691803	4696828	0.116756	0.058998	0.158199
ENSGALG00010005254	-	1	+	4697074	4727929	1.978795	0.526003	1.410433
ENSGALG00010007857	-	1	+	4737283	4767484	5.103850	1.094268	2.934188
ENSGALG00010006372	SBF1	1	-	1119149	1184682	102.593346	22.985111	61.632633
ENSGALG00010006410	ADM2	1	+	1180836	1183491	0.000000	0.000000	0.000000
ENSGALG00010007888	MIOX	1	+	1183559	1192714	1.257123	0.344566	0.923924
ENSGALG00010006421	LMF2	1	-	1188298	1195071	172.307114	35.670219	95.646683
ENSGALG00010006457	NCAPH2	1	+	1194787	1204682	10.885737	2.622025	7.030738
ENSGALG00010006463	SCO2	1	-	1198695	1205558	28.310246	5.900377	15.821362
ENSGALG00010005486	IRF5	1	+	1207489	1217633	6.131444	1.494006	4.006050
ENSGALG00010005492	TNPO3	1	-	1217871	1235442	98.209839	19.991678	53.605999
ENSGALG00010005496	-	1	+	1217956	1218986	0.000000	0.000000	0.000000
ENSGALG00010005498	SMO	1	+	1241559	1250136	260.941956	53.117565	142.430267
ENSGALG00010005511	AHCYL2	1	+	1251070	1295883	6.652565	9.810573	26.306223
ENSGALG00010005524	STRIP2	1	+	1296520	1312008	31.930670	7.170703	19.227634
ENSGALG00010007597	SMKR1	1	+	1319747	1319947	2.194030	0.446619	1.197570
ENSGALG00010007631	-	1	-	1321714	1328961	2.397524	0.488042	1.308643
ENSGALG00010005546	NRF1	1	+	1330243	1378306	10.270474	5.204526	13.955497
ENSGALG00010007840	gga-mir-182	1	-	1380872	1380953	0.000000	0.000000	0.000000
ENSGALG00010007828	gga-mir-96	1	-	1381942	1382027	0.000000	0.000000	0.000000
ENSGALG00010007838	gga-mir-183	1	-	1382053	1382150	0.000000	0.000000	0.000000
ENSGALG00010006496	UBE2H	1	-	1391671	1435875	113.279892	41.001373	109.941727
ENSGALG00010006528	ZC3HC1	1	-	1436603	1446071	23.846407	6.347643	17.020670
ENSGALG00010006532	KLHDC10	1	+	1446328	1461719	35.227890	7.171019	19.228483
ENSGALG00010006536	-	1	-	1462130	1468425	0.000000	0.000000	0.000000
ENSGALG00010006548	TMEM209	1	-	1471509	1483335	20.471703	4.852231	13.010848
ENSGALG00010006552	CPA2	1	+	1487539	1498010	0.000000	0.000000	0.000000
ENSGALG00010006563	-	1	+	1488938	1490204	0.000000	0.000000	0.000000
ENSGALG00010006566	CPA5	1	+	1497904	1502453	0.000000	0.000000	0.000000
ENSGALG00010006574	CPA1	1	+	1503030	1507277	0.000000	0.000000	0.000000
ENSGALG00010006581	CEP41	1	-	1507199	1516893	5.788024	1.197775	3.211734
ENSGALG00010006603	MEST	1	+	1517049	1522232	3.274442	0.929398	2.492101
ENSGALG00010006616	COPG2	1	-	1520366	1541146	67.335289	15.901645	42.638920
ENSGALG00010006625	-	1	+	1553290	1554517	0.000000	0.000000	0.000000
ENSGALG00010007632	-	1	+	1555556	1557316	2.932759	0.596995	1.600791
ENSGALG00010006633	FBXO18	1	-	1557860	1582406	14.975492	3.120908	8.368451
ENSGALG00010006670	ANKRD16	1	+	1582631	1597555	12.833226	3.333055	8.937305
ENSGALG00010007891	GDI1	1	+	1600071	1614883	443.091949	90.196175	241.853424
ENSGALG00010006760	TASOR2	1	-	1602495	1648631	13.905420	5.366630	14.390165
ENSGALG00010007634	-	1	+	1651491	1654378	0.000000	0.000000	0.000000
ENSGALG00010006838	ASB13	1	+	1654424	1666165	5.601609	1.990465	5.337263
ENSGALG00010006845	CALML3	1	-	1670884	1673613	0.118186	0.024058	0.064510
ENSGALG00010006853	NET1	1	-	1675660	1727713	284.320557	77.439507	207.647491
ENSGALG00010006901	TUBAL3	1	+	1727414	1743448	216.647980	109.771393	294.342743
ENSGALG00010007604	-	1	-	1746263	1746919	5.747336	1.169932	3.137075
ENSGALG00010006927	UCN3	1	-	1751070	1756067	0.492193	0.145307	0.389629
ENSGALG00010007636	-	1	+	1760470	1762722	2.239686	0.455912	1.222491
ENSGALG00010006948	-	1	-	1765363	1860279	1.060083	0.232994	0.624755
ENSGALG00010007833	gga-mir-205b	1	-	1811738	1811835	0.000000	0.000000	0.000000
ENSGALG00010005258	ITIH5	1	-	4769263	4816844	135.313507	27.544533	73.858337
ENSGALG00010005264	ITIH2	1	+	4773014	4850695	1.158690	0.315266	0.845361
ENSGALG00010005269	KIN	1	-	4847710	4865308	13.785859	2.806261	7.524753
ENSGALG00010005283	ATP5C1	1	+	4865121	4872309	285.065399	118.198303	316.938782
ENSGALG00010005232	GATA3	1	+	5010201	5037186	0.606585	0.123477	0.331093
ENSGALG00010005292	TAF3	1	+	4874712	4988615	51.526257	10.488728	28.124640
ENSGALG00010007708	-	1	+	6967925	6972068	0.118530	0.025413	0.068144
ENSGALG00010005368	CCDC3	1	-	7213806	7254935	7.249590	1.498806	4.018923
ENSGALG00010005360	CAMK1D	1	+	6978139	7202455	4.557061	14.408421	38.634960
ENSGALG00010005619	CELF2	1	+	6010280	6565885	1.344972	17.827667	47.803383
ENSGALG00010007832	gga-mir-1626	1	+	6281599	6281688	0.000000	0.000000	0.000000
ENSGALG00010007837	gga-mir-1596	1	+	6399975	6400064	0.000000	0.000000	0.000000
ENSGALG00010007692	-	1	-	6568867	6614600	3.025501	0.615874	1.651413
ENSGALG00010007693	-	1	+	6588953	6592295	0.000000	0.000000	0.000000
ENSGALG00010007694	-	1	+	6592524	6594159	0.000000	0.000000	0.000000
ENSGALG00010005651	USP6NL	1	-	6621627	6732020	11.267203	13.116045	35.169567
