Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSGALG00010007616	-	1	-	514291	516013	4.194539	0.847241	2.019458
ENSGALG00010007418	-	1	-	518639	524104	21.713478	4.385835	10.453938
ENSGALG00010007419	RABL2A	1	+	524168	528088	6.422170	1.297193	3.091949
ENSGALG00010007422	ACR	1	-	529038	531495	0.000000	0.000000	0.000000
ENSGALG00010007425	-	1	-	532310	537908	25.570852	5.164974	12.311069
ENSGALG00010007427	-	1	-	539693	541500	0.000000	0.000000	0.000000
ENSGALG00010007617	-	1	-	542460	550463	0.000000	0.000000	0.000000
ENSGALG00010007618	-	1	+	542866	550108	0.000000	0.000000	0.000000
ENSGALG00010007620	-	1	-	556359	558414	0.000000	0.000000	0.000000
ENSGALG00010007756	-	1	+	557235	571867	0.152022	0.184238	0.439145
ENSGALG00010007842	gga-mir-12207	1	+	558308	558368	0.000000	0.000000	0.000000
ENSGALG00010007457	-	1	+	572048	841165	18.239841	4.937284	11.768354
ENSGALG00010007589	-	1	+	685314	687814	0.000000	0.000000	0.000000
ENSGALG00010007591	-	1	+	709288	710561	0.000000	0.000000	0.000000
ENSGALG00010007839	gga-mir-6708	1	+	709518	709627	0.000000	0.000000	0.000000
ENSGALG00010007831	gga-mir-1604	1	+	734201	734297	0.000000	0.000000	0.000000
ENSGALG00010007621	-	1	-	842095	846151	9.660978	1.951390	4.651271
ENSGALG00010007613	-	1	-	50911	55356	42.030079	17.260481	41.141537
ENSGALG00010007615	-	1	+	51038	52955	1.249898	0.252463	0.601763
ENSGALG00010005414	-	1	-	56535	61129	1.764937	0.356494	0.849728
ENSGALG00010005419	-	1	-	67865	69817	1.819253	0.367465	0.875878
ENSGALG00010007874	-	1	-	70300	79479	0.409091	0.497527	1.185891
ENSGALG00010005420	DHRS4	1	+	79726	86101	73.155365	14.776416	35.220600
ENSGALG00010007825	U2	1	-	87932	88122	0.205497	0.041508	0.098936
ENSGALG00010007820	U2	1	-	92770	92960	0.199595	0.040316	0.096095
ENSGALG00010007824	U2	1	-	97620	97810	0.937816	0.189426	0.451511
ENSGALG00010007823	U2	1	-	102476	102666	0.199595	0.040316	0.096095
ENSGALG00010007822	U2	1	-	107338	107528	0.199594	0.040315	0.096094
ENSGALG00010007813	U2	1	-	112199	112389	0.199595	0.040316	0.096095
ENSGALG00010007827	U2	1	-	117042	117232	0.257186	0.051948	0.123822
ENSGALG00010007814	U2	1	-	121885	122075	0.199595	0.040316	0.096095
ENSGALG00010007816	U2	1	-	126722	126912	0.199594	0.040315	0.096094
ENSGALG00010007123	-	1	-	130434	335145	90.997101	18.380211	43.810493
ENSGALG00010007126	-	1	-	137726	140009	0.006387	0.001290	0.003075
ENSGALG00010007137	-	1	+	142613	146749	21.553740	4.353570	10.377033
ENSGALG00010007160	-	1	-	163071	167700	134.537933	39.789085	94.840012
ENSGALG00010007182	-	1	+	218643	251034	41.194088	8.320661	19.832865
ENSGALG00010007165	-	1	+	219451	220975	9.017003	1.821315	4.341230
ENSGALG00010007320	-	1	+	248230	292245	255.154373	75.701668	180.440109
ENSGALG00010007230	-	1	+	283928	323551	0.341752	0.245599	0.585401
ENSGALG00010007339	-	1	+	295945	438633	18.727333	17.989267	42.878651
ENSGALG00010007115	-	1	-	302853	433386	8.329278	67.870415	161.773788
ENSGALG00010007387	-	1	-	325396	427848	0.342988	0.089776	0.213987
ENSGALG00010007398	-	1	-	347657	364453	0.930789	0.188007	0.448128
ENSGALG00010007400	-	1	+	364863	372064	0.906933	0.183188	0.436642
ENSGALG00010007287	-	1	-	389282	409349	117.744865	53.733437	128.077332
ENSGALG00010007369	-	1	-	429352	445284	42.532990	8.742296	20.837862
ENSGALG00010007405	-	1	-	446199	451266	0.495150	0.100014	0.238390
ENSGALG00010007895	-	1	+	460818	493919	18.299679	3.696293	8.810367
ENSGALG00010007408	HCLS1	1	+	495465	507494	1.757479	0.370743	0.883691
ENSGALG00010007604	-	1	-	1746263	1746919	3.238204	0.654074	1.559031
ENSGALG00010006927	UCN3	1	-	1751070	1756067	0.433526	0.113780	0.271203
ENSGALG00010007636	-	1	+	1760470	1762722	0.172018	0.034745	0.082818
ENSGALG00010007000	LRGUK	1	-	1901224	1950378	0.187598	0.037892	0.090319
ENSGALG00010006948	-	1	-	1765363	1860279	0.000000	0.000000	0.000000
ENSGALG00010007833	gga-mir-205b	1	-	1811738	1811835	0.000000	0.000000	0.000000
ENSGALG00010006992	SLC35B4	1	+	1880144	1894788	10.877141	2.851042	6.795653
ENSGALG00010007002	EXOC4	1	-	1959626	2369574	36.435265	7.359441	17.541733
ENSGALG00010007003	-	1	+	2020997	2022146	0.000000	0.000000	0.000000
ENSGALG00010007004	-	1	+	2169709	2178494	0.476889	0.246282	0.587030
ENSGALG00010007006	-	1	-	2170664	2171443	0.000000	0.000000	0.000000
ENSGALG00010007025	-	1	-	2175806	2176239	0.000000	0.000000	0.000000
ENSGALG00010007005	-	1	+	2183111	2184959	0.000000	0.000000	0.000000
ENSGALG00010007892	-	1	+	2186837	2191077	0.000000	0.000000	0.000000
ENSGALG00010007014	-	1	+	2195603	2433928	0.081124	0.128713	0.306796
ENSGALG00010007036	-	1	-	2196397	2197176	0.000000	0.000000	0.000000
ENSGALG00010007078	-	1	-	2209498	2210277	0.000000	0.000000	0.000000
ENSGALG00010007844	gga-mir-6659	1	-	2247775	2247884	0.000000	0.000000	0.000000
ENSGALG00010007637	-	1	-	2827605	2829528	0.000000	0.000000	0.000000
ENSGALG00010007596	-	1	-	2779998	2786241	0.116929	0.023618	0.056295
ENSGALG00010007639	-	1	+	3376615	3396049	0.000000	0.000000	0.000000
ENSGALG00010007641	-	1	-	3378668	3398516	0.000000	0.000000	0.000000
ENSGALG00010005317	CHCHD3	1	+	2511285	2721092	186.965881	133.120331	317.301392
ENSGALG00010005325	-	1	+	2548862	2549295	0.000000	0.000000	0.000000
ENSGALG00010005327	-	1	-	2563262	2565533	0.000000	0.000000	0.000000
ENSGALG00010005331	-	1	+	2565122	2565555	0.000000	0.000000	0.000000
ENSGALG00010005333	PLXNA4	1	+	2830528	3278055	18.798414	3.797031	9.050483
ENSGALG00010007638	-	1	+	3278843	3284954	27.536545	5.562018	13.257450
ENSGALG00010007644	-	1	-	3600004	3621292	0.000000	0.000000	0.000000
ENSGALG00010007646	-	1	-	3624558	3635896	0.000000	0.000000	0.000000
ENSGALG00010006076	PODXL	1	+	3637224	3677367	60.802692	28.292150	67.436279
ENSGALG00010006134	K123	1	+	4010284	4020407	0.206910	0.084216	0.200735
ENSGALG00010006108	MKLN1	1	-	3685585	3784877	64.231621	17.630148	42.022667
ENSGALG00010007768	-	1	+	3785068	3815897	0.766599	0.367302	0.875489
ENSGALG00010007653	-	1	-	3786495	3924972	1.756988	0.354888	0.845901
ENSGALG00010007647	-	1	-	3808459	3812034	0.000000	0.000000	0.000000
ENSGALG00010007648	-	1	+	3834476	3836494	0.000000	0.000000	0.000000
ENSGALG00010007769	-	1	+	3856598	3968684	0.091549	0.134657	0.320963
ENSGALG00010007649	-	1	+	3859701	3861189	0.000000	0.000000	0.000000
ENSGALG00010007656	-	1	-	3934742	3944075	0.000000	0.000000	0.000000
ENSGALG00010007659	-	1	-	3946584	3948670	0.875073	0.176753	0.421303
ENSGALG00010007664	-	1	+	3950601	3953563	0.976929	0.197327	0.470342
ENSGALG00010006267	-	1	-	974689	976229	0.000000	0.000000	0.000000
ENSGALG00010006271	-	1	+	975636	990270	0.000000	0.000000	0.000000
ENSGALG00010006288	ARF5	1	-	994952	1005857	1.998674	0.694814	1.656137
ENSGALG00010006300	GCC1	1	+	1006145	1011082	18.865196	3.839041	9.150617
ENSGALG00010006327	DENND6B	1	-	1012031	1031248	47.478252	13.932462	33.208973
ENSGALG00010007622	-	1	-	1031349	1032595	0.949333	0.191753	0.457056
ENSGALG00010006347	PPP6R2	1	+	1038409	1106230	132.521851	35.543034	84.719254
ENSGALG00010007836	gga-mir-1651	1	+	1082968	1083051	0.000000	0.000000	0.000000
ENSGALG00010007627	-	1	+	1109037	1111632	6.922211	1.398195	3.332694
ENSGALG00010007625	-	1	-	1109037	1112839	11.091667	2.240370	5.340075
ENSGALG00010007628	-	1	-	1114697	1118581	2.990902	0.604123	1.439968
ENSGALG00010007630	-	1	+	1115318	1118412	0.000000	0.000000	0.000000
ENSGALG00010006372	SBF1	1	-	1119149	1184682	107.528610	23.950539	57.087746
ENSGALG00010006410	ADM2	1	+	1180836	1183491	0.000000	0.000000	0.000000
ENSGALG00010007888	MIOX	1	+	1183559	1192714	0.370794	0.100845	0.240372
ENSGALG00010006421	LMF2	1	-	1188298	1195071	83.101936	16.872889	40.217682
ENSGALG00010006457	NCAPH2	1	+	1194787	1204682	0.602688	0.144420	0.344236
ENSGALG00010006463	SCO2	1	-	1198695	1205558	13.415905	3.085031	7.353381
ENSGALG00010005486	IRF5	1	+	1207489	1217633	2.890648	0.693397	1.652759
ENSGALG00010005492	TNPO3	1	-	1217871	1235442	117.704788	23.774811	56.668888
ENSGALG00010005496	-	1	+	1217956	1218986	0.000000	0.000000	0.000000
ENSGALG00010005498	SMO	1	+	1241559	1250136	266.309357	53.790966	128.214447
ENSGALG00010005511	AHCYL2	1	+	1251070	1295883	12.213632	17.939356	42.759686
ENSGALG00010005524	STRIP2	1	+	1296520	1312008	431.724213	97.250214	231.802536
ENSGALG00010007597	SMKR1	1	+	1319747	1319947	1.711443	0.345689	0.823973
ENSGALG00010007631	-	1	-	1321714	1328961	1.006878	0.203376	0.484761
ENSGALG00010005546	NRF1	1	+	1330243	1378306	16.257824	9.058991	21.592726
ENSGALG00010007840	gga-mir-182	1	-	1380872	1380953	0.000000	0.000000	0.000000
ENSGALG00010007828	gga-mir-96	1	-	1381942	1382027	0.000000	0.000000	0.000000
ENSGALG00010007838	gga-mir-183	1	-	1382053	1382150	0.000000	0.000000	0.000000
ENSGALG00010006496	UBE2H	1	-	1391671	1435875	99.495911	33.682880	80.285446
ENSGALG00010006528	ZC3HC1	1	-	1436603	1446071	23.117100	6.106839	14.556067
ENSGALG00010006532	KLHDC10	1	+	1446328	1461719	42.038330	8.491186	20.239325
ENSGALG00010006536	-	1	-	1462130	1468425	0.000000	0.000000	0.000000
ENSGALG00010006548	TMEM209	1	-	1471509	1483335	15.046242	3.565837	8.499417
ENSGALG00010006552	CPA2	1	+	1487539	1498010	0.000000	0.000000	0.000000
ENSGALG00010006563	-	1	+	1488938	1490204	0.000000	0.000000	0.000000
ENSGALG00010006566	CPA5	1	+	1497904	1502453	0.000000	0.000000	0.000000
ENSGALG00010006574	CPA1	1	+	1503030	1507277	0.000000	0.000000	0.000000
ENSGALG00010006581	CEP41	1	-	1507199	1516893	3.867435	0.794140	1.892886
ENSGALG00010006603	MEST	1	+	1517049	1522232	0.433528	0.120722	0.287748
ENSGALG00010006616	COPG2	1	-	1520366	1541146	41.539295	9.838170	23.449951
ENSGALG00010006625	-	1	+	1553290	1554517	0.000000	0.000000	0.000000
ENSGALG00010007632	-	1	+	1555556	1557316	4.522414	0.913468	2.177313
ENSGALG00010006633	FBXO18	1	-	1557860	1582406	11.290427	2.334522	5.564493
