Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSGALG00010007606	-	1	-	10	13876	0.000000	0.000000	0.000000
ENSGALG00010007611	-	1	+	13537	17106	0.152674	0.030689	0.063865
ENSGALG00010007612	-	1	-	16762	19598	0.000000	0.000000	0.000000
ENSGALG00010005414	-	1	-	56535	61129	1.093947	0.219895	0.457608
ENSGALG00010005419	-	1	-	67865	69817	1.341847	0.269725	0.561307
ENSGALG00010007874	-	1	-	70300	79479	0.096485	0.067278	0.140009
ENSGALG00010007613	-	1	-	50911	55356	19.289072	7.486306	15.579271
ENSGALG00010007615	-	1	+	51038	52955	1.766634	0.355111	0.739000
ENSGALG00010007825	U2	1	-	87932	88122	0.284991	0.057286	0.119214
ENSGALG00010007820	U2	1	-	92770	92960	0.085515	0.017189	0.035772
ENSGALG00010005420	DHRS4	1	+	79726	86101	35.068127	7.049052	14.669332
ENSGALG00010007824	U2	1	-	97620	97810	0.152007	0.030555	0.063586
ENSGALG00010007895	-	1	+	460818	493919	15.414962	3.098565	6.448225
ENSGALG00010007408	HCLS1	1	+	495465	507494	26.825201	5.804296	12.078949
ENSGALG00010007616	-	1	-	514291	516013	5.845563	1.175018	2.445255
ENSGALG00010007418	-	1	-	518639	524104	8.823359	1.773585	3.690895
ENSGALG00010007419	RABL2A	1	+	524168	528088	5.510220	1.107611	2.304977
ENSGALG00010007422	ACR	1	-	529038	531495	1.200322	0.241277	0.502106
ENSGALG00010007425	-	1	-	532310	537908	25.277533	5.081042	10.573832
ENSGALG00010007427	-	1	-	539693	541500	0.000000	0.000000	0.000000
ENSGALG00010007617	-	1	-	542460	550463	0.000000	0.000000	0.000000
ENSGALG00010007618	-	1	+	542866	550108	0.000000	0.000000	0.000000
ENSGALG00010007823	U2	1	-	102476	102666	0.351484	0.070652	0.147029
ENSGALG00010007822	U2	1	-	107338	107528	0.152009	0.030555	0.063587
ENSGALG00010007813	U2	1	-	112199	112389	0.218499	0.043921	0.091400
ENSGALG00010007827	U2	1	-	117042	117232	0.351482	0.070651	0.147028
ENSGALG00010007814	U2	1	-	121885	122075	0.284991	0.057286	0.119214
ENSGALG00010007816	U2	1	-	126722	126912	0.218491	0.043919	0.091397
ENSGALG00010007123	-	1	-	130434	335145	52.519756	10.557008	21.969513
ENSGALG00010007126	-	1	-	137726	140009	0.957706	0.192509	0.400618
ENSGALG00010007137	-	1	+	142613	146749	40.506046	8.142129	16.944065
ENSGALG00010007160	-	1	-	163071	167700	55.934990	16.494961	34.326607
ENSGALG00010007182	-	1	+	218643	251034	26.454828	5.317691	11.066306
ENSGALG00010007165	-	1	+	219451	220975	14.533826	2.921448	6.079638
ENSGALG00010007320	-	1	+	248230	292245	99.110161	30.237659	62.925655
ENSGALG00010007230	-	1	+	283928	323551	0.444264	0.303675	0.631958
ENSGALG00010007339	-	1	+	295945	438633	6.791904	6.168748	12.837387
ENSGALG00010007115	-	1	-	302853	433386	1.919253	14.880762	30.967403
ENSGALG00010007387	-	1	-	325396	427848	0.178794	0.043656	0.090849
ENSGALG00010007398	-	1	-	347657	364453	0.000000	0.000000	0.000000
ENSGALG00010007400	-	1	+	364863	372064	0.000000	0.000000	0.000000
ENSGALG00010007287	-	1	-	389282	409349	3.368549	0.907985	1.889550
ENSGALG00010007369	-	1	-	429352	445284	7.695417	1.760596	3.663863
ENSGALG00010005486	IRF5	1	+	1207489	1217633	7.444404	1.787629	3.720121
ENSGALG00010005492	TNPO3	1	-	1217871	1235442	129.026108	25.935566	53.972847
ENSGALG00010005496	-	1	+	1217956	1218986	0.000000	0.000000	0.000000
ENSGALG00010005498	SMO	1	+	1241559	1250136	182.739334	36.732475	76.441597
ENSGALG00010007620	-	1	-	556359	558414	0.500464	0.100598	0.209349
ENSGALG00010007756	-	1	+	557235	571867	0.162462	0.195940	0.407757
ENSGALG00010007842	gga-mir-12207	1	+	558308	558368	0.000000	0.000000	0.000000
ENSGALG00010007457	-	1	+	572048	841165	12.152295	3.255228	6.774246
ENSGALG00010007589	-	1	+	685314	687814	0.000000	0.000000	0.000000
ENSGALG00010007591	-	1	+	709288	710561	0.000000	0.000000	0.000000
ENSGALG00010007839	gga-mir-6708	1	+	709518	709627	0.000000	0.000000	0.000000
ENSGALG00010007831	gga-mir-1604	1	+	734201	734297	0.000000	0.000000	0.000000
ENSGALG00010007621	-	1	-	842095	846151	7.835628	1.575041	3.277718
ENSGALG00010007592	-	1	+	915875	917023	0.000000	0.000000	0.000000
ENSGALG00010007764	-	1	-	925866	930811	0.000000	0.000000	0.000000
ENSGALG00010007760	-	1	+	925866	931087	0.000000	0.000000	0.000000
ENSGALG00010006267	-	1	-	974689	976229	0.000000	0.000000	0.000000
ENSGALG00010006271	-	1	+	975636	990270	0.000000	0.000000	0.000000
ENSGALG00010006288	ARF5	1	-	994952	1005857	3.525531	1.116242	2.322940
ENSGALG00010006300	GCC1	1	+	1006145	1011082	18.206972	3.662780	7.622376
ENSGALG00010006327	DENND6B	1	-	1012031	1031248	12.964689	3.701243	7.702421
ENSGALG00010007622	-	1	-	1031349	1032595	1.024889	0.206013	0.428721
ENSGALG00010006347	PPP6R2	1	+	1038409	1106230	100.672150	26.649363	55.458282
ENSGALG00010007836	gga-mir-1651	1	+	1082968	1083051	0.000000	0.000000	0.000000
ENSGALG00010007627	-	1	+	1109037	1111632	0.137521	0.027643	0.057526
ENSGALG00010007625	-	1	-	1109037	1112839	3.958853	0.795770	1.656026
ENSGALG00010007628	-	1	-	1114697	1118581	0.800312	0.160871	0.334778
ENSGALG00010007630	-	1	+	1115318	1118412	0.730814	0.146901	0.305706
ENSGALG00010006372	SBF1	1	-	1119149	1184682	88.233978	19.509600	40.600182
ENSGALG00010006410	ADM2	1	+	1180836	1183491	3.075880	0.618283	1.286670
ENSGALG00010007888	MIOX	1	+	1183559	1192714	0.613032	0.188608	0.392500
ENSGALG00010006421	LMF2	1	-	1188298	1195071	75.589088	15.495984	32.247700
ENSGALG00010006457	NCAPH2	1	+	1194787	1204682	1.509710	0.353659	0.735978
ENSGALG00010006463	SCO2	1	-	1198695	1205558	11.799242	2.931451	6.100454
ENSGALG00010005511	AHCYL2	1	+	1251070	1295883	9.545786	14.080517	29.302063
ENSGALG00010005524	STRIP2	1	+	1296520	1312008	27.404945	6.205724	12.914334
ENSGALG00010006536	-	1	-	1462130	1468425	0.000000	0.000000	0.000000
ENSGALG00010006552	CPA2	1	+	1487539	1498010	0.288753	0.058042	0.120788
ENSGALG00010006563	-	1	+	1488938	1490204	0.000000	0.000000	0.000000
ENSGALG00010006566	CPA5	1	+	1497904	1502453	0.000000	0.000000	0.000000
ENSGALG00010006548	TMEM209	1	-	1471509	1483335	11.532922	2.683150	5.583733
ENSGALG00010006625	-	1	+	1553290	1554517	0.000000	0.000000	0.000000
ENSGALG00010007632	-	1	+	1555556	1557316	6.311207	1.268617	2.640038
ENSGALG00010006633	FBXO18	1	-	1557860	1582406	11.290656	2.356369	4.903689
ENSGALG00010006670	ANKRD16	1	+	1582631	1597555	14.397067	3.670688	7.638835
ENSGALG00010006574	CPA1	1	+	1503030	1507277	0.000000	0.000000	0.000000
ENSGALG00010006581	CEP41	1	-	1507199	1516893	3.435799	0.702096	1.461088
ENSGALG00010006603	MEST	1	+	1517049	1522232	1.569151	0.440592	0.916888
ENSGALG00010006616	COPG2	1	-	1520366	1541146	35.672455	8.543332	17.778980
ENSGALG00010007597	SMKR1	1	+	1319747	1319947	4.905473	0.986050	2.052006
ENSGALG00010007631	-	1	-	1321714	1328961	1.763411	0.354464	0.737652
ENSGALG00010005546	NRF1	1	+	1330243	1378306	14.219879	6.739749	14.025661
ENSGALG00010007840	gga-mir-182	1	-	1380872	1380953	0.000000	0.000000	0.000000
ENSGALG00010007828	gga-mir-96	1	-	1381942	1382027	0.000000	0.000000	0.000000
ENSGALG00010007838	gga-mir-183	1	-	1382053	1382150	0.000000	0.000000	0.000000
ENSGALG00010006496	UBE2H	1	-	1391671	1435875	87.667137	33.536285	69.790222
ENSGALG00010006528	ZC3HC1	1	-	1436603	1446071	17.724886	4.659369	9.696316
ENSGALG00010006532	KLHDC10	1	+	1446328	1461719	44.732601	8.991710	18.712072
ENSGALG00010007634	-	1	+	1651491	1654378	0.000000	0.000000	0.000000
ENSGALG00010006838	ASB13	1	+	1654424	1666165	11.895732	4.174041	8.686330
ENSGALG00010007891	GDI1	1	+	1600071	1614883	305.431519	61.394855	127.764908
ENSGALG00010006760	TASOR2	1	-	1602495	1648631	9.750095	3.736662	7.776127
ENSGALG00010006927	UCN3	1	-	1751070	1756067	0.288192	0.075271	0.156642
ENSGALG00010007636	-	1	+	1760470	1762722	0.290138	0.058321	0.121367
ENSGALG00010007000	LRGUK	1	-	1901224	1950378	0.353478	0.071053	0.147863
ENSGALG00010006992	SLC35B4	1	+	1880144	1894788	19.294704	5.026567	10.460467
ENSGALG00010006853	NET1	1	-	1675660	1727713	79.223007	21.486229	44.713615
ENSGALG00010006901	TUBAL3	1	+	1727414	1743448	9.908522	4.977206	10.357745
ENSGALG00010007604	-	1	-	1746263	1746919	0.278542	0.055990	0.116517
ENSGALG00010007002	EXOC4	1	-	1959626	2369574	29.575510	5.944980	12.371717
ENSGALG00010007003	-	1	+	2020997	2022146	0.000000	0.000000	0.000000
ENSGALG00010007004	-	1	+	2169709	2178494	0.000000	0.000000	0.000000
ENSGALG00010007006	-	1	-	2170664	2171443	0.000000	0.000000	0.000000
ENSGALG00010007025	-	1	-	2175806	2176239	0.000000	0.000000	0.000000
ENSGALG00010007005	-	1	+	2183111	2184959	0.000000	0.000000	0.000000
ENSGALG00010007892	-	1	+	2186837	2191077	0.000000	0.000000	0.000000
ENSGALG00010007014	-	1	+	2195603	2433928	0.025325	0.033576	0.069874
ENSGALG00010007036	-	1	-	2196397	2197176	0.000000	0.000000	0.000000
ENSGALG00010007078	-	1	-	2209498	2210277	0.000000	0.000000	0.000000
ENSGALG00010007844	gga-mir-6659	1	-	2247775	2247884	0.000000	0.000000	0.000000
ENSGALG00010007596	-	1	-	2779998	2786241	0.097213	0.019541	0.040665
ENSGALG00010005317	CHCHD3	1	+	2511285	2721092	94.340111	66.713860	138.833939
ENSGALG00010005325	-	1	+	2548862	2549295	0.000000	0.000000	0.000000
ENSGALG00010005327	-	1	-	2563262	2565533	0.277015	0.055683	0.115878
ENSGALG00010005331	-	1	+	2565122	2565555	0.000000	0.000000	0.000000
ENSGALG00010005333	PLXNA4	1	+	2830528	3278055	6.233077	1.252912	2.607355
ENSGALG00010007638	-	1	+	3278843	3284954	5.780231	1.161885	2.417926
ENSGALG00010006134	K123	1	+	4010284	4020407	0.366337	0.148384	0.308793
ENSGALG00010007768	-	1	+	3785068	3815897	1.558043	0.760660	1.582961
ENSGALG00010007653	-	1	-	3786495	3924972	5.518373	1.109249	2.308388
ENSGALG00010007647	-	1	-	3808459	3812034	0.000000	0.000000	0.000000
ENSGALG00010007648	-	1	+	3834476	3836494	0.000000	0.000000	0.000000
ENSGALG00010007769	-	1	+	3856598	3968684	0.052985	0.048703	0.101353
ENSGALG00010007649	-	1	+	3859701	3861189	0.278293	0.055940	0.116413
ENSGALG00010007656	-	1	-	3934742	3944075	0.076414	0.017998	0.037455
ENSGALG00010007659	-	1	-	3946584	3948670	0.166959	0.033560	0.069841
ENSGALG00010007664	-	1	+	3950601	3953563	0.328767	0.066086	0.137526
ENSGALG00010007644	-	1	-	3600004	3621292	0.000000	0.000000	0.000000
ENSGALG00010007646	-	1	-	3624558	3635896	0.000000	0.000000	0.000000
ENSGALG00010006076	PODXL	1	+	3637224	3677367	79.460335	37.381287	77.791801
ENSGALG00010006108	MKLN1	1	-	3685585	3784877	61.821564	13.251575	27.577003
ENSGALG00010006175	IL2RA	1	-	4023671	4043101	12.750045	3.692608	7.684449
ENSGALG00010007773	-	1	-	4043328	4060824	0.000000	0.000000	0.000000
