Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSGALG00010007408	HCLS1	1	+	495465	507494	21.796148	4.918113	10.339327
ENSGALG00010007422	ACR	1	-	529038	531495	0.844730	0.176302	0.370638
ENSGALG00010007616	-	1	-	514291	516013	3.228669	0.673848	1.416628
ENSGALG00010007418	-	1	-	518639	524104	8.379683	1.748905	3.676715
ENSGALG00010007419	RABL2A	1	+	524168	528088	4.446279	0.951566	2.000472
ENSGALG00010007425	-	1	-	532310	537908	18.133995	3.784706	7.956570
ENSGALG00010007613	-	1	-	50911	55356	15.591391	6.226652	13.090262
ENSGALG00010007615	-	1	+	51038	52955	1.825900	0.381079	0.801142
ENSGALG00010005414	-	1	-	56535	61129	1.200472	0.250548	0.526726
ENSGALG00010005419	-	1	-	67865	69817	3.149312	0.657286	1.381809
ENSGALG00010007874	-	1	-	70300	79479	0.565394	0.852236	1.791652
ENSGALG00010005420	DHRS4	1	+	79726	86101	29.867483	6.233576	13.104818
ENSGALG00010007825	U2	1	-	87932	88122	0.155268	0.032406	0.068126
ENSGALG00010007820	U2	1	-	92770	92960	0.076440	0.015954	0.033539
ENSGALG00010007824	U2	1	-	97620	97810	0.229319	0.047861	0.100617
ENSGALG00010007823	U2	1	-	102476	102666	0.305760	0.063814	0.134157
ENSGALG00010007822	U2	1	-	107338	107528	0.152878	0.031907	0.067078
ENSGALG00010007813	U2	1	-	112199	112389	0.305760	0.063814	0.134157
ENSGALG00010007827	U2	1	-	117042	117232	0.152878	0.031907	0.067078
ENSGALG00010007814	U2	1	-	121885	122075	0.000000	0.000000	0.000000
ENSGALG00010007816	U2	1	-	126722	126912	0.152880	0.031907	0.067078
ENSGALG00010007123	-	1	-	130434	335145	73.732727	15.388593	32.351368
ENSGALG00010007126	-	1	-	137726	140009	0.930506	0.194204	0.408274
ENSGALG00010007137	-	1	+	142613	146749	63.040237	13.156987	27.659874
ENSGALG00010007160	-	1	-	163071	167700	43.574406	13.429662	28.233116
ENSGALG00010007182	-	1	+	218643	251034	37.192982	7.762465	16.318993
ENSGALG00010007165	-	1	+	219451	220975	7.431765	1.551067	3.260801
ENSGALG00010007320	-	1	+	248230	292245	35.747284	11.191201	23.527212
ENSGALG00010007230	-	1	+	283928	323551	1.403251	0.997065	2.096125
