Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSGALG00010007606	-	1	-	10	13876	0.000000	0.000000	0.000000
ENSGALG00010007611	-	1	+	13537	17106	0.000000	0.000000	0.000000
ENSGALG00010007612	-	1	-	16762	19598	0.000000	0.000000	0.000000
ENSGALG00010007613	-	1	-	50911	55356	49.613499	21.881144	50.609409
ENSGALG00010007615	-	1	+	51038	52955	0.905360	0.189433	0.438143
ENSGALG00010007620	-	1	-	556359	558414	0.270076	0.056509	0.130702
ENSGALG00010007756	-	1	+	557235	571867	0.177625	0.222992	0.515763
ENSGALG00010007842	gga-mir-12207	1	+	558308	558368	0.000016	0.000003	0.000008
ENSGALG00010007457	-	1	+	572048	841165	13.193948	3.695525	8.547467
ENSGALG00010007589	-	1	+	685314	687814	0.000000	0.000000	0.000000
ENSGALG00010007591	-	1	+	709288	710561	0.000000	0.000000	0.000000
ENSGALG00010007839	gga-mir-6708	1	+	709518	709627	0.000000	0.000000	0.000000
ENSGALG00010007831	gga-mir-1604	1	+	734201	734297	0.000000	0.000000	0.000000
ENSGALG00010007621	-	1	-	842095	846151	7.384442	1.545081	3.573653
ENSGALG00010007592	-	1	+	915875	917023	0.228669	0.047845	0.110663
ENSGALG00010006288	ARF5	1	-	994952	1005857	2.677056	0.968269	2.239533
ENSGALG00010005414	-	1	-	56535	61129	8.315251	1.739838	4.024113
ENSGALG00010005419	-	1	-	67865	69817	5.749018	1.202893	2.782201
ENSGALG00010007874	-	1	-	70300	79479	1.475245	1.738957	4.022074
ENSGALG00010005420	DHRS4	1	+	79726	86101	68.735458	14.381836	33.264084
ENSGALG00010007825	U2	1	-	87932	88122	0.087320	0.018270	0.042258
ENSGALG00010007820	U2	1	-	92770	92960	0.087321	0.018271	0.042258
ENSGALG00010007824	U2	1	-	97620	97810	0.087320	0.018270	0.042258
ENSGALG00010007823	U2	1	-	102476	102666	0.087321	0.018271	0.042258
ENSGALG00010007822	U2	1	-	107338	107528	0.087320	0.018270	0.042258
ENSGALG00010007813	U2	1	-	112199	112389	0.087321	0.018271	0.042258
ENSGALG00010007827	U2	1	-	117042	117232	0.087320	0.018270	0.042258
ENSGALG00010007814	U2	1	-	121885	122075	0.087324	0.018271	0.042260
ENSGALG00010007816	U2	1	-	126722	126912	0.087321	0.018271	0.042258
ENSGALG00010007123	-	1	-	130434	335145	67.742683	14.174113	32.783638
ENSGALG00010007126	-	1	-	137726	140009	79.716743	16.679501	38.578407
ENSGALG00010007137	-	1	+	142613	146749	279.285400	58.436169	135.158386
ENSGALG00010007160	-	1	-	163071	167700	115.519875	35.341686	81.742615
ENSGALG00010007182	-	1	+	218643	251034	39.676208	8.301635	19.201048
ENSGALG00010007165	-	1	+	219451	220975	6.100923	1.276524	2.952503
ENSGALG00010007320	-	1	+	248230	292245	116.728333	36.130005	83.565933
ENSGALG00010007230	-	1	+	283928	323551	1.894865	1.505931	3.483104
ENSGALG00010007339	-	1	+	295945	438633	8.574206	8.170500	18.897741
ENSGALG00010007115	-	1	-	302853	433386	5.619139	47.784084	110.520935
ENSGALG00010007387	-	1	-	325396	427848	0.152226	0.045455	0.105133
ENSGALG00010007398	-	1	-	347657	364453	1.609760	0.336817	0.779033
ENSGALG00010007400	-	1	+	364863	372064	0.824306	0.172473	0.398918
ENSGALG00010007287	-	1	-	389282	409349	70.532707	34.849892	80.605141
ENSGALG00010007369	-	1	-	429352	445284	24.052485	5.178874	11.978341
ENSGALG00010007405	-	1	-	446199	451266	0.162560	0.034013	0.078670
ENSGALG00010007895	-	1	+	460818	493919	15.931257	3.333370	7.709830
ENSGALG00010007408	HCLS1	1	+	495465	507494	2.137471	0.489088	1.131224
ENSGALG00010007415	-	1	-	508667	510645	0.000000	0.000000	0.000000
ENSGALG00010007616	-	1	-	514291	516013	3.712457	0.776774	1.796620
ENSGALG00010007418	-	1	-	518639	524104	15.226558	3.185923	7.368795
ENSGALG00010007419	RABL2A	1	+	524168	528088	9.919028	2.075404	4.800250
ENSGALG00010007422	ACR	1	-	529038	531495	0.000000	0.000000	0.000000
ENSGALG00010007425	-	1	-	532310	537908	23.325077	4.880413	11.288023
ENSGALG00010007427	-	1	-	539693	541500	0.000000	0.000000	0.000000
ENSGALG00010007617	-	1	-	542460	550463	0.000000	0.000000	0.000000
ENSGALG00010007618	-	1	+	542866	550108	0.000000	0.000000	0.000000
ENSGALG00010007597	SMKR1	1	+	1319747	1319947	3.726368	0.779685	1.803352
ENSGALG00010007631	-	1	-	1321714	1328961	1.514443	0.316874	0.732905
ENSGALG00010005546	NRF1	1	+	1330243	1378306	17.362783	9.291822	21.491274
ENSGALG00010005524	STRIP2	1	+	1296520	1312008	172.489960	40.567188	93.828804
ENSGALG00010006300	GCC1	1	+	1006145	1011082	30.870646	6.505391	15.046472
ENSGALG00010006327	DENND6B	1	-	1012031	1031248	38.068691	11.500452	26.599667
ENSGALG00010007622	-	1	-	1031349	1032595	0.000000	0.000000	0.000000
ENSGALG00010006347	PPP6R2	1	+	1038409	1106230	118.332451	31.909855	73.805054
ENSGALG00010007836	gga-mir-1651	1	+	1082968	1083051	0.000000	0.000000	0.000000
ENSGALG00010007627	-	1	+	1109037	1111632	1.986568	0.415659	0.961387
ENSGALG00010007625	-	1	-	1109037	1112839	6.449146	1.349384	3.121023
ENSGALG00010007628	-	1	-	1114697	1118581	0.137397	0.028748	0.066492
ENSGALG00010007630	-	1	+	1115318	1118412	0.664538	0.139044	0.321599
ENSGALG00010006372	SBF1	1	-	1119149	1184682	98.511780	22.742882	52.602547
ENSGALG00010006410	ADM2	1	+	1180836	1183491	0.000000	0.000000	0.000000
ENSGALG00010007888	MIOX	1	+	1183559	1192714	0.773007	0.217780	0.503707
ENSGALG00010006421	LMF2	1	-	1188298	1195071	110.977585	23.581104	54.541290
ENSGALG00010006457	NCAPH2	1	+	1194787	1204682	10.370892	2.564616	5.931760
ENSGALG00010006463	SCO2	1	-	1198695	1205558	14.071878	3.978562	9.202108
ENSGALG00010005486	IRF5	1	+	1207489	1217633	3.628866	0.908866	2.102137
ENSGALG00010005492	TNPO3	1	-	1217871	1235442	132.075989	29.262831	67.682686
ENSGALG00010005496	-	1	+	1217956	1218986	0.000000	0.000000	0.000000
ENSGALG00010005498	SMO	1	+	1241559	1250136	261.825439	54.782940	126.708748
ENSGALG00010005511	AHCYL2	1	+	1251070	1295883	10.161753	15.120088	34.971603
ENSGALG00010006536	-	1	-	1462130	1468425	0.000000	0.000000	0.000000
ENSGALG00010006548	TMEM209	1	-	1471509	1483335	12.854860	3.079143	7.121823
ENSGALG00010007840	gga-mir-182	1	-	1380872	1380953	0.000000	0.000000	0.000000
ENSGALG00010007828	gga-mir-96	1	-	1381942	1382027	0.000000	0.000000	0.000000
ENSGALG00010007838	gga-mir-183	1	-	1382053	1382150	0.000000	0.000000	0.000000
ENSGALG00010006496	UBE2H	1	-	1391671	1435875	84.507263	32.000301	74.014252
ENSGALG00010006528	ZC3HC1	1	-	1436603	1446071	26.219694	7.166539	16.575655
ENSGALG00010006532	KLHDC10	1	+	1446328	1461719	44.023418	9.211223	21.304853
ENSGALG00010006574	CPA1	1	+	1503030	1507277	0.000000	0.000000	0.000000
ENSGALG00010006581	CEP41	1	-	1507199	1516893	5.794749	1.232591	2.850888
ENSGALG00010006603	MEST	1	+	1517049	1522232	1.493161	0.489928	1.133167
ENSGALG00010006616	COPG2	1	-	1520366	1541146	46.658581	11.530953	26.670212
ENSGALG00010006838	ASB13	1	+	1654424	1666165	5.452792	1.991590	4.606395
ENSGALG00010006625	-	1	+	1553290	1554517	0.000000	0.000000	0.000000
ENSGALG00010007632	-	1	+	1555556	1557316	2.527586	0.528858	1.223209
