Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSGALG00010007616	-	1	-	514291	516013	2.296928	0.482613	1.132217
ENSGALG00010007408	HCLS1	1	+	495465	507494	1.863546	0.408932	0.959361
ENSGALG00010007422	ACR	1	-	529038	531495	0.000000	0.000000	0.000000
ENSGALG00010007418	-	1	-	518639	524104	11.439778	2.403638	5.638971
ENSGALG00010007419	RABL2A	1	+	524168	528088	12.426624	2.853032	6.693256
ENSGALG00010007425	-	1	-	532310	537908	21.517254	4.521040	10.606427
ENSGALG00010007613	-	1	-	50911	55356	53.927071	22.780201	53.442699
ENSGALG00010007615	-	1	+	51038	52955	2.429215	0.510408	1.197425
ENSGALG00010005414	-	1	-	56535	61129	5.319774	1.117750	2.622258
ENSGALG00010005419	-	1	-	67865	69817	5.603144	1.177289	2.761939
ENSGALG00010007874	-	1	-	70300	79479	0.969176	1.477451	3.466122
ENSGALG00010005420	DHRS4	1	+	79726	86101	69.313263	14.563570	34.166355
ENSGALG00010007825	U2	1	-	87932	88122	1.567025	0.329251	0.772428
ENSGALG00010007820	U2	1	-	92770	92960	1.192733	0.250608	0.587930
ENSGALG00010007824	U2	1	-	97620	97810	1.006325	0.211441	0.496044
ENSGALG00010007823	U2	1	-	102476	102666	1.331460	0.279756	0.656312
ENSGALG00010007822	U2	1	-	107338	107528	0.992712	0.208581	0.489334
ENSGALG00010007813	U2	1	-	112199	112389	1.195330	0.251154	0.589210
ENSGALG00010007827	U2	1	-	117042	117232	1.006325	0.211441	0.496044
ENSGALG00010007814	U2	1	-	121885	122075	1.581718	0.332338	0.779671
ENSGALG00010007816	U2	1	-	126722	126912	1.154496	0.242574	0.569082
ENSGALG00010007123	-	1	-	130434	335145	85.317665	17.926291	42.055347
ENSGALG00010007126	-	1	-	137726	140009	82.113297	17.253014	40.475830
ENSGALG00010007137	-	1	+	142613	146749	142.177841	29.873314	70.083244
ENSGALG00010007160	-	1	-	163071	167700	64.472389	19.816206	46.489117
ENSGALG00010007182	-	1	+	218643	251034	35.672009	7.495127	17.583683
ENSGALG00010007165	-	1	+	219451	220975	1.318211	0.276972	0.649781
ENSGALG00010007320	-	1	+	248230	292245	35.308846	11.572260	27.148695
ENSGALG00010007230	-	1	+	283928	323551	1.069526	0.863568	2.025943
ENSGALG00010007339	-	1	+	295945	438633	3.136523	2.879174	6.754587
ENSGALG00010007115	-	1	-	302853	433386	2.390931	20.539833	48.186760
ENSGALG00010007387	-	1	-	325396	427848	0.300892	0.082815	0.194285
ENSGALG00010007398	-	1	-	347657	364453	0.475503	0.099909	0.234388
ENSGALG00010007400	-	1	+	364863	372064	0.300115	0.063058	0.147935
ENSGALG00010007287	-	1	-	389282	409349	41.852810	19.209608	45.066029
ENSGALG00010007369	-	1	-	429352	445284	20.477377	4.479258	10.508407
ENSGALG00010007405	-	1	-	446199	451266	0.000000	0.000000	0.000000
ENSGALG00010007895	-	1	+	460818	493919	15.819956	3.323967	7.798078
ENSGALG00010005486	IRF5	1	+	1207489	1217633	2.211708	0.554461	1.300773
ENSGALG00010007620	-	1	-	556359	558414	0.390240	0.081994	0.192360
ENSGALG00010007756	-	1	+	557235	571867	0.080091	0.100969	0.236875
ENSGALG00010007842	gga-mir-12207	1	+	558308	558368	0.000000	0.000000	0.000000
ENSGALG00010007457	-	1	+	572048	841165	14.226105	4.003709	9.392761
ENSGALG00010007589	-	1	+	685314	687814	0.000000	0.000000	0.000000
ENSGALG00010007591	-	1	+	709288	710561	0.000000	0.000000	0.000000
ENSGALG00010007839	gga-mir-6708	1	+	709518	709627	0.000000	0.000000	0.000000
ENSGALG00010007831	gga-mir-1604	1	+	734201	734297	0.000000	0.000000	0.000000
ENSGALG00010007621	-	1	-	842095	846151	9.052479	1.902037	4.462208
ENSGALG00010007592	-	1	+	915875	917023	0.000000	0.000000	0.000000
ENSGALG00010007764	-	1	-	925866	930811	0.000000	0.000000	0.000000
ENSGALG00010007760	-	1	+	925866	931087	0.000000	0.000000	0.000000
ENSGALG00010006267	-	1	-	974689	976229	0.000000	0.000000	0.000000
ENSGALG00010006271	-	1	+	975636	990270	0.000000	0.000000	0.000000
ENSGALG00010006288	ARF5	1	-	994952	1005857	2.315650	0.837044	1.963718
ENSGALG00010006300	GCC1	1	+	1006145	1011082	19.710785	4.144865	9.723915
ENSGALG00010006327	DENND6B	1	-	1012031	1031248	34.303715	10.224123	23.985949
ENSGALG00010007622	-	1	-	1031349	1032595	1.552889	0.326281	0.765460
ENSGALG00010006347	PPP6R2	1	+	1038409	1106230	84.557640	23.280867	54.617264
ENSGALG00010007836	gga-mir-1651	1	+	1082968	1083051	0.000000	0.000000	0.000000
ENSGALG00010007627	-	1	+	1109037	1111632	0.844543	0.177449	0.416298
ENSGALG00010007625	-	1	-	1109037	1112839	8.062082	1.693943	3.974015
ENSGALG00010007628	-	1	-	1114697	1118581	2.933026	0.616265	1.445767
ENSGALG00010007630	-	1	+	1115318	1118412	0.837346	0.175937	0.412750
ENSGALG00010006372	SBF1	1	-	1119149	1184682	84.798233	19.588156	45.954105
ENSGALG00010006410	ADM2	1	+	1180836	1183491	0.000000	0.000000	0.000000
ENSGALG00010007888	MIOX	1	+	1183559	1192714	0.492664	0.155093	0.363851
ENSGALG00010006421	LMF2	1	-	1188298	1195071	123.076569	26.364458	61.851418
ENSGALG00010006457	NCAPH2	1	+	1194787	1204682	12.251674	3.046492	7.147116
ENSGALG00010006463	SCO2	1	-	1198695	1205558	14.920842	4.881602	11.452312
ENSGALG00010007597	SMKR1	1	+	1319747	1319947	4.159204	0.873900	2.050182
ENSGALG00010006528	ZC3HC1	1	-	1436603	1446071	27.707787	7.612755	17.859638
ENSGALG00010006536	-	1	-	1462130	1468425	0.000000	0.000000	0.000000
ENSGALG00010006532	KLHDC10	1	+	1446328	1461719	35.995159	7.563026	17.742973
ENSGALG00010007631	-	1	-	1321714	1328961	3.757909	0.789583	1.852373
ENSGALG00010005546	NRF1	1	+	1330243	1378306	15.510540	7.900338	18.534313
ENSGALG00010007840	gga-mir-182	1	-	1380872	1380953	0.000000	0.000000	0.000000
ENSGALG00010007828	gga-mir-96	1	-	1381942	1382027	0.000000	0.000000	0.000000
ENSGALG00010007838	gga-mir-183	1	-	1382053	1382150	0.000000	0.000000	0.000000
ENSGALG00010006496	UBE2H	1	-	1391671	1435875	88.761566	34.413662	80.734978
ENSGALG00010005492	TNPO3	1	-	1217871	1235442	131.735931	27.679338	64.936150
ENSGALG00010005496	-	1	+	1217956	1218986	0.000000	0.000000	0.000000
ENSGALG00010005498	SMO	1	+	1241559	1250136	272.019745	57.154697	134.085770
ENSGALG00010005511	AHCYL2	1	+	1251070	1295883	8.044839	12.024659	28.210032
ENSGALG00010005524	STRIP2	1	+	1296520	1312008	272.040283	63.927494	149.974869
ENSGALG00010006552	CPA2	1	+	1487539	1498010	0.000000	0.000000	0.000000
ENSGALG00010006563	-	1	+	1488938	1490204	0.000000	0.000000	0.000000
ENSGALG00010006566	CPA5	1	+	1497904	1502453	0.000000	0.000000	0.000000
ENSGALG00010006548	TMEM209	1	-	1471509	1483335	14.094839	3.437324	8.064013
ENSGALG00010006574	CPA1	1	+	1503030	1507277	0.000000	0.000000	0.000000
ENSGALG00010006581	CEP41	1	-	1507199	1516893	4.301953	0.918899	2.155752
ENSGALG00010006603	MEST	1	+	1517049	1522232	1.233765	0.376840	0.884071
ENSGALG00010006616	COPG2	1	-	1520366	1541146	39.547741	9.529424	22.356173
ENSGALG00010006927	UCN3	1	-	1751070	1756067	0.209744	0.057262	0.134338
ENSGALG00010007636	-	1	+	1760470	1762722	1.388762	0.291796	0.684558
ENSGALG00010006948	-	1	-	1765363	1860279	0.055839	0.012385	0.029055
ENSGALG00010007833	gga-mir-205b	1	-	1811738	1811835	0.000000	0.000000	0.000000
ENSGALG00010006992	SLC35B4	1	+	1880144	1894788	14.502290	3.940504	9.244480
ENSGALG00010007000	LRGUK	1	-	1901224	1950378	0.255272	0.053636	0.125830
ENSGALG00010007002	EXOC4	1	-	1959626	2369574	41.667648	8.754886	20.539093
ENSGALG00010007003	-	1	+	2020997	2022146	0.000000	0.000000	0.000000
ENSGALG00010007004	-	1	+	2169709	2178494	0.901426	0.407762	0.956617
ENSGALG00010007006	-	1	-	2170664	2171443	0.000000	0.000000	0.000000
ENSGALG00010007025	-	1	-	2175806	2176239	0.000000	0.000000	0.000000
ENSGALG00010007005	-	1	+	2183111	2184959	0.095165	0.019995	0.046909
ENSGALG00010007892	-	1	+	2186837	2191077	0.316686	0.066540	0.156103
ENSGALG00010007014	-	1	+	2195603	2433928	0.159885	0.258578	0.606628
ENSGALG00010007036	-	1	-	2196397	2197176	0.000000	0.000000	0.000000
ENSGALG00010007078	-	1	-	2209498	2210277	0.000000	0.000000	0.000000
ENSGALG00010007844	gga-mir-6659	1	-	2247775	2247884	0.136364	0.028652	0.067217
ENSGALG00010006625	-	1	+	1553290	1554517	0.000000	0.000000	0.000000
ENSGALG00010007632	-	1	+	1555556	1557316	4.893966	1.028283	2.412366
ENSGALG00010006633	FBXO18	1	-	1557860	1582406	9.987517	2.148195	5.039698
ENSGALG00010006670	ANKRD16	1	+	1582631	1597555	9.809772	2.552643	5.988539
ENSGALG00010007891	GDI1	1	+	1600071	1614883	291.847992	61.320854	143.859650
ENSGALG00010006760	TASOR2	1	-	1602495	1648631	12.475940	5.004491	11.740612
ENSGALG00010007634	-	1	+	1651491	1654378	0.000000	0.000000	0.000000
ENSGALG00010006838	ASB13	1	+	1654424	1666165	8.868346	3.252682	7.630840
ENSGALG00010006845	CALML3	1	-	1670884	1673613	0.118932	0.024989	0.058625
ENSGALG00010006853	NET1	1	-	1675660	1727713	143.699768	38.720348	90.838524
ENSGALG00010006901	TUBAL3	1	+	1727414	1743448	38.802116	20.373495	47.796528
ENSGALG00010007604	-	1	-	1746263	1746919	6.952055	1.460712	3.426853
ENSGALG00010007596	-	1	-	2779998	2786241	0.029108	0.006116	0.014348
ENSGALG00010007637	-	1	-	2827605	2829528	0.569801	0.119722	0.280870
ENSGALG00010005317	CHCHD3	1	+	2511285	2721092	117.504738	86.438248	202.785446
ENSGALG00010005325	-	1	+	2548862	2549295	0.000000	0.000000	0.000000
ENSGALG00010005327	-	1	-	2563262	2565533	0.275090	0.057800	0.135599
ENSGALG00010005331	-	1	+	2565122	2565555	0.000000	0.000000	0.000000
ENSGALG00010005333	PLXNA4	1	+	2830528	3278055	7.793074	1.637421	3.841414
ENSGALG00010007638	-	1	+	3278843	3284954	9.184647	1.929807	4.527357
ENSGALG00010006134	K123	1	+	4010284	4020407	0.240655	0.101891	0.239037
ENSGALG00010006175	IL2RA	1	-	4023671	4043101	1.608372	0.438220	1.028070
ENSGALG00010007768	-	1	+	3785068	3815897	0.499410	0.253354	0.594373
ENSGALG00010007653	-	1	-	3786495	3924972	0.898660	0.188820	0.442973
ENSGALG00010007647	-	1	-	3808459	3812034	0.000000	0.000000	0.000000
ENSGALG00010007648	-	1	+	3834476	3836494	0.000000	0.000000	0.000000
ENSGALG00010007769	-	1	+	3856598	3968684	0.027137	0.022057	0.051745
ENSGALG00010007649	-	1	+	3859701	3861189	0.000000	0.000000	0.000000
ENSGALG00010007656	-	1	-	3934742	3944075	0.037952	0.009344	0.021921
ENSGALG00010007659	-	1	-	3946584	3948670	0.336252	0.070651	0.165748
ENSGALG00010007664	-	1	+	3950601	3953563	0.000000	0.000000	0.000000
