Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSGALG00010007408	HCLS1	1	+	495465	507494	3.138114	0.641270	1.682438
ENSGALG00010007415	-	1	-	508667	510645	0.000000	0.000000	0.000000
ENSGALG00010007616	-	1	-	514291	516013	1.998294	0.390996	1.025817
ENSGALG00010007418	-	1	-	518639	524104	19.556702	3.826558	10.039364
ENSGALG00010007419	RABL2A	1	+	524168	528088	18.991747	3.730254	9.786700
ENSGALG00010007422	ACR	1	-	529038	531495	0.424779	0.083114	0.218059
ENSGALG00010007425	-	1	-	532310	537908	33.544418	6.563461	17.219908
ENSGALG00010007427	-	1	-	539693	541500	0.000000	0.000000	0.000000
ENSGALG00010007617	-	1	-	542460	550463	0.000000	0.000000	0.000000
ENSGALG00010007618	-	1	+	542866	550108	0.000000	0.000000	0.000000
ENSGALG00010007620	-	1	-	556359	558414	0.000000	0.000000	0.000000
ENSGALG00010007756	-	1	+	557235	571867	0.349810	0.409583	1.074582
ENSGALG00010007842	gga-mir-12207	1	+	558308	558368	0.025112	0.004914	0.012891
ENSGALG00010007457	-	1	+	572048	841165	29.036467	7.572399	19.866959
ENSGALG00010007589	-	1	+	685314	687814	0.000000	0.000000	0.000000
ENSGALG00010007591	-	1	+	709288	710561	0.000000	0.000000	0.000000
ENSGALG00010007839	gga-mir-6708	1	+	709518	709627	0.000000	0.000000	0.000000
ENSGALG00010007831	gga-mir-1604	1	+	734201	734297	0.000000	0.000000	0.000000
ENSGALG00010007621	-	1	-	842095	846151	15.941531	3.119196	8.183528
ENSGALG00010007622	-	1	-	1031349	1032595	0.359111	0.070265	0.184348
ENSGALG00010007613	-	1	-	50911	55356	59.451126	23.123787	60.667610
ENSGALG00010007615	-	1	+	51038	52955	4.137496	0.809562	2.123969
ENSGALG00010005414	-	1	-	56535	61129	13.036950	2.550872	6.692472
ENSGALG00010005419	-	1	-	67865	69817	6.273085	1.227422	3.220266
ENSGALG00010007874	-	1	-	70300	79479	0.857215	1.127930	2.959239
ENSGALG00010005420	DHRS4	1	+	79726	86101	64.234222	12.568375	32.974411
ENSGALG00010007825	U2	1	-	87932	88122	0.000000	0.000000	0.000000
ENSGALG00010007820	U2	1	-	92770	92960	0.000000	0.000000	0.000000
ENSGALG00010007824	U2	1	-	97620	97810	0.000000	0.000000	0.000000
ENSGALG00010007823	U2	1	-	102476	102666	0.000000	0.000000	0.000000
ENSGALG00010007822	U2	1	-	107338	107528	0.000000	0.000000	0.000000
ENSGALG00010007813	U2	1	-	112199	112389	0.000000	0.000000	0.000000
ENSGALG00010007827	U2	1	-	117042	117232	0.000000	0.000000	0.000000
ENSGALG00010007814	U2	1	-	121885	122075	0.000000	0.000000	0.000000
ENSGALG00010007816	U2	1	-	126722	126912	0.000000	0.000000	0.000000
ENSGALG00010007123	-	1	-	130434	335145	33.549446	6.564445	17.222488
ENSGALG00010007126	-	1	-	137726	140009	1.736389	0.339750	0.891369
ENSGALG00010007137	-	1	+	142613	146749	26.068249	5.100638	13.382043
ENSGALG00010007160	-	1	-	163071	167700	35.753574	10.301738	27.027658
ENSGALG00010007182	-	1	+	218643	251034	23.523014	4.602625	12.075456
ENSGALG00010007165	-	1	+	219451	220975	6.592832	1.289985	3.384407
ENSGALG00010007320	-	1	+	248230	292245	64.278709	19.490139	51.134361
ENSGALG00010007230	-	1	+	283928	323551	0.539556	0.361392	0.948150
ENSGALG00010007339	-	1	+	295945	438633	3.181516	2.444184	6.412565
ENSGALG00010007115	-	1	-	302853	433386	1.957014	15.374370	40.336224
ENSGALG00010007387	-	1	-	325396	427848	0.123701	0.033170	0.087024
ENSGALG00010007398	-	1	-	347657	364453	0.960363	0.187909	0.492999
ENSGALG00010007400	-	1	+	364863	372064	0.161023	0.031507	0.082661
ENSGALG00010007287	-	1	-	389282	409349	24.362932	9.353397	24.539591
ENSGALG00010007369	-	1	-	429352	445284	25.557978	5.379230	14.112958
ENSGALG00010007405	-	1	-	446199	451266	0.000000	0.000000	0.000000
ENSGALG00010007895	-	1	+	460818	493919	28.699249	5.615432	14.732658
ENSGALG00010006267	-	1	-	974689	976229	0.000000	0.000000	0.000000
ENSGALG00010006271	-	1	+	975636	990270	0.000000	0.000000	0.000000
ENSGALG00010006288	ARF5	1	-	994952	1005857	15.674073	5.317627	13.951337
ENSGALG00010006300	GCC1	1	+	1006145	1011082	22.467592	4.399711	11.543090
ENSGALG00010006327	DENND6B	1	-	1012031	1031248	44.924564	12.380331	32.481060
ENSGALG00010005511	AHCYL2	1	+	1251070	1295883	6.952156	9.755830	25.595413
