Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSGALG00010007613	-	1	-	50911	55356	49.415928	19.973692	52.869476
ENSGALG00010007615	-	1	+	51038	52955	1.538181	0.309981	0.820507
ENSGALG00010005414	-	1	-	56535	61129	9.266116	1.867350	4.942794
ENSGALG00010005419	-	1	-	67865	69817	4.109037	0.828072	2.191870
ENSGALG00010007874	-	1	-	70300	79479	0.644474	0.619204	1.639005
ENSGALG00010007616	-	1	-	514291	516013	1.597270	0.321889	0.852026
ENSGALG00010007408	HCLS1	1	+	495465	507494	4.833997	1.108547	2.934274
ENSGALG00010007422	ACR	1	-	529038	531495	0.000000	0.000000	0.000000
ENSGALG00010007418	-	1	-	518639	524104	11.849384	2.387943	6.320778
ENSGALG00010007419	RABL2A	1	+	524168	528088	14.834250	3.128742	8.281641
ENSGALG00010007617	-	1	-	542460	550463	0.124500	0.025090	0.066412
ENSGALG00010007618	-	1	+	542866	550108	0.000000	0.000000	0.000000
ENSGALG00010007425	-	1	-	532310	537908	33.291851	6.709127	17.758762
ENSGALG00010005420	DHRS4	1	+	79726	86101	50.098316	10.096044	26.723780
ENSGALG00010007825	U2	1	-	87932	88122	0.064791	0.013057	0.034561
ENSGALG00010007820	U2	1	-	92770	92960	0.138220	0.027855	0.073730
ENSGALG00010007824	U2	1	-	97620	97810	0.401570	0.080926	0.214208
ENSGALG00010007823	U2	1	-	102476	102666	0.143456	0.028910	0.076523
ENSGALG00010007822	U2	1	-	107338	107528	0.143455	0.028910	0.076523
ENSGALG00010007813	U2	1	-	112199	112389	0.100000	0.020152	0.053343
ENSGALG00010007827	U2	1	-	117042	117232	0.509946	0.102767	0.272019
ENSGALG00010007814	U2	1	-	121885	122075	0.100000	0.020152	0.053343
ENSGALG00010007816	U2	1	-	126722	126912	0.148692	0.029965	0.079316
ENSGALG00010007123	-	1	-	130434	335145	19.876036	4.005510	10.602408
ENSGALG00010007126	-	1	-	137726	140009	1.628146	0.328111	0.868497
ENSGALG00010007137	-	1	+	142613	146749	70.344139	14.176075	37.523441
ENSGALG00010007160	-	1	-	163071	167700	24.710064	7.358700	19.478153
ENSGALG00010007182	-	1	+	218643	251034	23.714758	4.779108	12.650085
ENSGALG00010007165	-	1	+	219451	220975	8.503580	1.713681	4.536036
ENSGALG00010007320	-	1	+	248230	292245	23.005733	6.884202	18.222178
ENSGALG00010007230	-	1	+	283928	323551	1.321247	0.904998	2.395489
ENSGALG00010007339	-	1	+	295945	438633	3.921003	3.502851	9.271891
ENSGALG00010007115	-	1	-	302853	433386	2.923076	23.930958	63.344185
ENSGALG00010007387	-	1	-	325396	427848	0.054989	0.013864	0.036697
ENSGALG00010007398	-	1	-	347657	364453	0.000000	0.000000	0.000000
ENSGALG00010007400	-	1	+	364863	372064	0.290958	0.058635	0.155205
ENSGALG00010007287	-	1	-	389282	409349	35.408710	16.898046	44.728382
ENSGALG00010007369	-	1	-	429352	445284	17.460949	3.908805	10.346434
ENSGALG00010007405	-	1	-	446199	451266	0.000000	0.000000	0.000000
ENSGALG00010007895	-	1	+	460818	493919	33.980267	6.847860	18.125982
ENSGALG00010007620	-	1	-	556359	558414	0.000000	0.000000	0.000000
ENSGALG00010007756	-	1	+	557235	571867	0.082815	0.100136	0.265054
ENSGALG00010007842	gga-mir-12207	1	+	558308	558368	0.000000	0.000000	0.000000
ENSGALG00010007457	-	1	+	572048	841165	25.564966	6.896695	18.255247
ENSGALG00010007589	-	1	+	685314	687814	0.000000	0.000000	0.000000
ENSGALG00010007591	-	1	+	709288	710561	0.000000	0.000000	0.000000
ENSGALG00010007839	gga-mir-6708	1	+	709518	709627	0.000000	0.000000	0.000000
ENSGALG00010007831	gga-mir-1604	1	+	734201	734297	0.000000	0.000000	0.000000
ENSGALG00010007621	-	1	-	842095	846151	12.821958	2.583940	6.839575
ENSGALG00010007592	-	1	+	915875	917023	0.000000	0.000000	0.000000
ENSGALG00010007764	-	1	-	925866	930811	0.000000	0.000000	0.000000
ENSGALG00010007760	-	1	+	925866	931087	0.000000	0.000000	0.000000
ENSGALG00010006267	-	1	-	974689	976229	0.000000	0.000000	0.000000
ENSGALG00010006271	-	1	+	975636	990270	0.000000	0.000000	0.000000
ENSGALG00010006288	ARF5	1	-	994952	1005857	11.330017	3.995411	10.575676
ENSGALG00010006300	GCC1	1	+	1006145	1011082	20.597221	4.154241	10.996092
ENSGALG00010006327	DENND6B	1	-	1012031	1031248	48.497314	13.735089	36.356171
ENSGALG00010007622	-	1	-	1031349	1032595	0.750222	0.151188	0.400188
ENSGALG00010006347	PPP6R2	1	+	1038409	1106230	59.396992	15.877929	42.028172
ENSGALG00010007836	gga-mir-1651	1	+	1082968	1083051	0.000000	0.000000	0.000000
ENSGALG00010007627	-	1	+	1109037	1111632	0.280381	0.056504	0.149563
ENSGALG00010007625	-	1	-	1109037	1112839	4.031438	0.812434	2.150476
ENSGALG00010007628	-	1	-	1114697	1118581	0.480729	0.096879	0.256434
ENSGALG00010007630	-	1	+	1115318	1118412	1.145625	0.230872	0.611107
ENSGALG00010006532	KLHDC10	1	+	1446328	1461719	35.976845	7.250219	19.191010
ENSGALG00010006536	-	1	-	1462130	1468425	0.101331	0.020421	0.054053
ENSGALG00010006548	TMEM209	1	-	1471509	1483335	24.907913	5.893871	15.600814
ENSGALG00010006372	SBF1	1	-	1119149	1184682	103.913116	23.002625	60.886932
ENSGALG00010006410	ADM2	1	+	1180836	1183491	0.000000	0.000000	0.000000
