Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSGALG00010007597	SMKR1	1	+	1319747	1319947	5.890547	1.176252	2.993306
ENSGALG00010007631	-	1	-	1321714	1328961	3.797799	0.758362	1.929868
ENSGALG00010005524	STRIP2	1	+	1296520	1312008	51.162621	11.569141	29.440968
ENSGALG00010005546	NRF1	1	+	1330243	1378306	10.798646	5.267190	13.403862
ENSGALG00010007840	gga-mir-182	1	-	1380872	1380953	0.000000	0.000000	0.000000
ENSGALG00010007828	gga-mir-96	1	-	1381942	1382027	0.000000	0.000000	0.000000
ENSGALG00010007838	gga-mir-183	1	-	1382053	1382150	0.000000	0.000000	0.000000
ENSGALG00010006496	UBE2H	1	-	1391671	1435875	89.214088	32.986313	83.943047
ENSGALG00010007606	-	1	-	10	13876	0.000000	0.000000	0.000000
ENSGALG00010007611	-	1	+	13537	17106	0.000000	0.000000	0.000000
ENSGALG00010007612	-	1	-	16762	19598	0.000000	0.000000	0.000000
ENSGALG00010007613	-	1	-	50911	55356	60.887882	23.808823	60.588314
ENSGALG00010007615	-	1	+	51038	52955	2.935985	0.586271	1.491933
ENSGALG00010005414	-	1	-	56535	61129	13.393278	2.674432	6.805851
ENSGALG00010005419	-	1	-	67865	69817	6.277014	1.253423	3.189691
ENSGALG00010007874	-	1	-	70300	79479	1.001183	1.291795	3.287339
ENSGALG00010005420	DHRS4	1	+	79726	86101	69.773277	13.932651	35.455589
ENSGALG00010007825	U2	1	-	87932	88122	0.000000	0.000000	0.000000
ENSGALG00010007820	U2	1	-	92770	92960	0.000000	0.000000	0.000000
ENSGALG00010007824	U2	1	-	97620	97810	0.000000	0.000000	0.000000
ENSGALG00010007823	U2	1	-	102476	102666	0.000000	0.000000	0.000000
ENSGALG00010007822	U2	1	-	107338	107528	0.157069	0.031364	0.079815
ENSGALG00010007813	U2	1	-	112199	112389	0.157069	0.031364	0.079815
ENSGALG00010007827	U2	1	-	117042	117232	0.157069	0.031364	0.079815
ENSGALG00010007814	U2	1	-	121885	122075	0.157069	0.031364	0.079815
ENSGALG00010007816	U2	1	-	126722	126912	0.157066	0.031364	0.079814
ENSGALG00010007123	-	1	-	130434	335145	26.522421	5.296120	13.477481
ENSGALG00010007126	-	1	-	137726	140009	1.454230	0.290387	0.738973
ENSGALG00010007137	-	1	+	142613	146749	26.261677	5.244053	13.344982
