Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSGALG00010007613	-	1	-	50911	55356	18.476736	7.064063	14.838639
ENSGALG00010007615	-	1	+	51038	52955	1.191207	0.251640	0.528591
ENSGALG00010007408	HCLS1	1	+	495465	507494	6.973107	1.584991	3.329404
ENSGALG00010007616	-	1	-	514291	516013	5.051195	1.067056	2.241439
ENSGALG00010007418	-	1	-	518639	524104	7.447574	1.573287	3.304818
ENSGALG00010007419	RABL2A	1	+	524168	528088	6.416667	1.355510	2.847359
ENSGALG00010007422	ACR	1	-	529038	531495	0.240547	0.050815	0.106741
ENSGALG00010007425	-	1	-	532310	537908	24.665565	5.210558	10.945204
ENSGALG00010007427	-	1	-	539693	541500	0.000000	0.000000	0.000000
ENSGALG00010007617	-	1	-	542460	550463	0.000000	0.000000	0.000000
ENSGALG00010007618	-	1	+	542866	550108	0.000000	0.000000	0.000000
ENSGALG00010007764	-	1	-	925866	930811	0.000000	0.000000	0.000000
ENSGALG00010007760	-	1	+	925866	931087	0.000000	0.000000	0.000000
ENSGALG00010006288	ARF5	1	-	994952	1005857	2.936340	1.052797	2.211485
ENSGALG00010006300	GCC1	1	+	1006145	1011082	21.322712	4.538537	9.533566
ENSGALG00010007620	-	1	-	556359	558414	0.415553	0.087785	0.184399
ENSGALG00010007756	-	1	+	557235	571867	0.286635	0.363307	0.763155
ENSGALG00010007842	gga-mir-12207	1	+	558308	558368	0.000000	0.000000	0.000000
ENSGALG00010007457	-	1	+	572048	841165	11.072517	3.132320	6.579694
ENSGALG00010007589	-	1	+	685314	687814	0.000000	0.000000	0.000000
ENSGALG00010007591	-	1	+	709288	710561	0.000000	0.000000	0.000000
ENSGALG00010007839	gga-mir-6708	1	+	709518	709627	0.000000	0.000000	0.000000
ENSGALG00010007831	gga-mir-1604	1	+	734201	734297	0.000000	0.000000	0.000000
ENSGALG00010007621	-	1	-	842095	846151	7.375157	1.557989	3.272684
ENSGALG00010005414	-	1	-	56535	61129	1.378538	0.291214	0.611718
ENSGALG00010005419	-	1	-	67865	69817	1.776031	0.375184	0.788104
ENSGALG00010007874	-	1	-	70300	79479	0.162386	0.144923	0.304423
ENSGALG00010005420	DHRS4	1	+	79726	86101	31.327450	6.617870	13.901377
ENSGALG00010007825	U2	1	-	87932	88122	0.000000	0.000000	0.000000
ENSGALG00010007820	U2	1	-	92770	92960	0.000000	0.000000	0.000000
ENSGALG00010007824	U2	1	-	97620	97810	0.000000	0.000000	0.000000
ENSGALG00010007823	U2	1	-	102476	102666	0.000000	0.000000	0.000000
ENSGALG00010007822	U2	1	-	107338	107528	0.000000	0.000000	0.000000
ENSGALG00010007813	U2	1	-	112199	112389	0.000000	0.000000	0.000000
ENSGALG00010007827	U2	1	-	117042	117232	0.000000	0.000000	0.000000
ENSGALG00010007814	U2	1	-	121885	122075	0.000000	0.000000	0.000000
ENSGALG00010007816	U2	1	-	126722	126912	0.000000	0.000000	0.000000
ENSGALG00010007123	-	1	-	130434	335145	52.550720	11.101251	23.319080
ENSGALG00010007126	-	1	-	137726	140009	1.091288	0.230533	0.484253
ENSGALG00010007137	-	1	+	142613	146749	35.278130	7.452445	15.654467
ENSGALG00010007160	-	1	-	163071	167700	47.751095	14.803818	31.096628
ENSGALG00010007182	-	1	+	218643	251034	24.288197	5.130840	10.777748
ENSGALG00010007165	-	1	+	219451	220975	3.386200	0.715329	1.502607
ENSGALG00010007320	-	1	+	248230	292245	50.902832	15.464057	32.483513
ENSGALG00010007230	-	1	+	283928	323551	0.510335	0.368711	0.774508
ENSGALG00010007339	-	1	+	295945	438633	5.247333	5.128860	10.773590
ENSGALG00010007115	-	1	-	302853	433386	3.778638	32.376308	68.009079
ENSGALG00010007387	-	1	-	325396	427848	0.272935	0.075518	0.158632
ENSGALG00010007398	-	1	-	347657	364453	0.000000	0.000000	0.000000
ENSGALG00010007400	-	1	+	364863	372064	0.000000	0.000000	0.000000
ENSGALG00010007287	-	1	-	389282	409349	59.348232	34.291241	72.031548
ENSGALG00010007369	-	1	-	429352	445284	15.793336	3.420829	7.185730
ENSGALG00010007405	-	1	-	446199	451266	1.455516	0.307475	0.645877
ENSGALG00010007895	-	1	+	460818	493919	12.537384	2.648501	5.563392
ENSGALG00010006327	DENND6B	1	-	1012031	1031248	18.902212	5.781426	12.144358
ENSGALG00010007622	-	1	-	1031349	1032595	0.903333	0.190828	0.400849
ENSGALG00010006347	PPP6R2	1	+	1038409	1106230	125.885841	35.076397	73.680832
ENSGALG00010007836	gga-mir-1651	1	+	1082968	1083051	0.000000	0.000000	0.000000
ENSGALG00010007627	-	1	+	1109037	1111632	0.593057	0.125282	0.263166
ENSGALG00010007625	-	1	-	1109037	1112839	5.664246	1.196562	2.513477
ENSGALG00010007628	-	1	-	1114697	1118581	0.410150	0.086643	0.182002
ENSGALG00010007630	-	1	+	1115318	1118412	1.243511	0.262690	0.551801
ENSGALG00010006372	SBF1	1	-	1119149	1184682	74.037682	17.236248	36.206146
ENSGALG00010006410	ADM2	1	+	1180836	1183491	0.000000	0.000000	0.000000
ENSGALG00010007888	MIOX	1	+	1183559	1192714	0.688585	0.195862	0.411425
ENSGALG00010006421	LMF2	1	-	1188298	1195071	71.352402	15.152900	31.829905
ENSGALG00010006457	NCAPH2	1	+	1194787	1204682	0.882429	0.221150	0.464543
ENSGALG00010006463	SCO2	1	-	1198695	1205558	8.536684	1.803360	3.788105
ENSGALG00010005524	STRIP2	1	+	1296520	1312008	9.688894	2.286291	4.802541
ENSGALG00010007597	SMKR1	1	+	1319747	1319947	0.412935	0.087232	0.183238
ENSGALG00010007631	-	1	-	1321714	1328961	0.592847	0.125238	0.263072
ENSGALG00010005486	IRF5	1	+	1207489	1217633	3.446612	0.864668	1.816305
ENSGALG00010005492	TNPO3	1	-	1217871	1235442	119.892403	25.700851	53.986732
ENSGALG00010005496	-	1	+	1217956	1218986	0.000000	0.000000	0.000000
ENSGALG00010005498	SMO	1	+	1241559	1250136	157.534500	33.278896	69.905029
ENSGALG00010005511	AHCYL2	1	+	1251070	1295883	14.234791	21.886623	45.974636
ENSGALG00010006536	-	1	-	1462130	1468425	0.000000	0.000000	0.000000
ENSGALG00010006548	TMEM209	1	-	1471509	1483335	9.175268	2.282592	4.794770
ENSGALG00010006574	CPA1	1	+	1503030	1507277	0.000000	0.000000	0.000000
ENSGALG00010006581	CEP41	1	-	1507199	1516893	3.984630	0.855721	1.797511
ENSGALG00010006603	MEST	1	+	1517049	1522232	1.411083	0.454206	0.954098
ENSGALG00010006616	COPG2	1	-	1520366	1541146	27.684080	7.214642	15.154944
ENSGALG00010005546	NRF1	1	+	1330243	1378306	15.912929	7.917082	16.630478
ENSGALG00010007840	gga-mir-182	1	-	1380872	1380953	0.000000	0.000000	0.000000
ENSGALG00010007828	gga-mir-96	1	-	1381942	1382027	0.000000	0.000000	0.000000
ENSGALG00010007838	gga-mir-183	1	-	1382053	1382150	0.000000	0.000000	0.000000
ENSGALG00010006496	UBE2H	1	-	1391671	1435875	133.514908	51.190407	107.529625
ENSGALG00010006528	ZC3HC1	1	-	1436603	1446071	13.591145	3.754918	7.887512
ENSGALG00010006532	KLHDC10	1	+	1446328	1461719	48.174778	10.176839	21.377281
ENSGALG00010006838	ASB13	1	+	1654424	1666165	9.520320	3.510688	7.374485
ENSGALG00010006625	-	1	+	1553290	1554517	1.902083	0.401812	0.844038
ENSGALG00010007632	-	1	+	1555556	1557316	5.524138	1.166965	2.451304
ENSGALG00010006633	FBXO18	1	-	1557860	1582406	10.532982	2.277767	4.784635
ENSGALG00010006670	ANKRD16	1	+	1582631	1597555	8.024755	2.285843	4.801599
ENSGALG00010007891	GDI1	1	+	1600071	1614883	283.569427	59.903557	125.832314
ENSGALG00010006760	TASOR2	1	-	1602495	1648631	8.158878	3.385774	7.112093
ENSGALG00010006927	UCN3	1	-	1751070	1756067	0.371594	0.101998	0.214254
ENSGALG00010007604	-	1	-	1746263	1746919	2.378234	0.502398	1.055328
ENSGALG00010007636	-	1	+	1760470	1762722	0.172018	0.036339	0.076332
ENSGALG00010006948	-	1	-	1765363	1860279	0.000000	0.000000	0.000000
ENSGALG00010007833	gga-mir-205b	1	-	1811738	1811835	0.000000	0.000000	0.000000
ENSGALG00010006853	NET1	1	-	1675660	1727713	62.777470	17.921961	37.646538
ENSGALG00010006901	TUBAL3	1	+	1727414	1743448	5.836362	3.081017	6.471927
ENSGALG00010006992	SLC35B4	1	+	1880144	1894788	18.621166	5.086249	10.684079
ENSGALG00010007002	EXOC4	1	-	1959626	2369574	33.505653	7.078012	14.867942
ENSGALG00010007003	-	1	+	2020997	2022146	0.000000	0.000000	0.000000
ENSGALG00010007004	-	1	+	2169709	2178494	0.000000	0.000000	0.000000
ENSGALG00010007006	-	1	-	2170664	2171443	0.000000	0.000000	0.000000
ENSGALG00010007025	-	1	-	2175806	2176239	0.000000	0.000000	0.000000
ENSGALG00010007005	-	1	+	2183111	2184959	0.000000	0.000000	0.000000
ENSGALG00010007892	-	1	+	2186837	2191077	0.079702	0.016837	0.035367
